# Bessell et al 1991, Table 7a (for M=1Msun - differences are slight for M>1Msun))
# T    +0.5z  +0.0z  -0.3z  -0.6z -1.0z
# (I-K) colors as a function of AGB Teff and log10(Z/Zsun)
3800  0.00  2.13  2.16  2.18  2.19
3650  0.00  2.32  2.34  2.35  2.38
3500  2.69  2.59  2.57  2.57  2.59 
3350  3.28  3.05  2.95  2.89  2.87
3200  4.18  3.75  3.54  3.35  3.28
3000  4.98  4.55  4.21  4.00  0.00
2800  5.25  4.94  4.66  4.73  0.00
2500  5.51  5.42  5.61  0.00  0.00
