# color,  Teff for all metallicities
5.60 2508.72  2495.24  2473.40  2447.01  2433.85
4.88 2667.03  2711.64  2783.89  2863.23  2899.58
4.28 2798.96  2889.20  3019.07  3088.67  3107.76
3.79 2906.23  3041.37  3164.30  3213.16  3224.17
3.45 2980.65  3169.41  3251.52  3281.95  3290.04
3.10 3146.54  3285.12  3333.64  3354.20  3361.96
2.76 3334.31  3413.42  3445.83  3458.94  3462.46
2.40 3643.83  3622.07  3612.74  3608.77  3607.69
1.96 4008.97  3979.16  3954.74  3939.76  3934.96
