#  log(age)     mini          mact           logl     logt  phase
    6.6500    1.6000000238    1.6000000000    1.0926    4.0344   0.0
    6.6500    1.7103760242    1.7104000000    1.2098    4.0608   0.0
    6.6500    1.7541503906    1.7542000000    1.2544    4.0704   0.0
    6.6500    1.7999999523    1.8000000000    1.2990    4.0797   0.0
    6.6500    1.8999999762    1.9000000000    1.3926    4.0993   0.0
    6.6500    2.0000000000    2.0000000000    1.4797    4.1174   0.0
    6.6500    2.2000000477    2.2000000000    1.6307    4.1487   0.0
    6.6500    2.5000000000    2.5000000000    1.8320    4.1866   0.0
    6.6500    3.0000000000    3.0000000000    2.1003    4.2325   0.0
    6.6500    3.5000000000    3.5000000000    2.3239    4.2676   0.0
    6.6500    4.0000000000    4.0000000000    2.5122    4.2956   0.0
    6.6500    4.5000000000    4.5000000000    2.6769    4.3196   0.0
    6.6500    5.0000000000    5.0000000000    2.8222    4.3404   0.0
    6.6500    5.1202774048    5.1203000000    2.8543    4.3450   0.0
    6.6500    6.7924814224    6.7925000000    3.2398    4.4013   0.0
    6.6500   10.9624061584   10.9624000000    3.8712    4.4874   0.0
    6.6500   11.5214395523   11.5184000000    3.9308    4.4954   0.0
    6.6500   13.3398504257   13.3240000000    4.1083    4.5192   0.0
    6.6500   16.0054912567   15.9815000000    4.3883    4.5532   0.0
    6.6500   18.6572952271   18.6239000000    4.6355    4.5799   0.0
    6.6500   18.9624061584   18.9278000000    4.6630    4.5824   0.0
    6.6500   24.9724884033   24.8963000000    5.0143    4.6108   0.0
    6.6500   30.5876121521   30.4465000000    5.2857    4.6181   0.0
    6.6500   32.0751876831   31.9120000000    5.3509    4.6165   0.0
    6.6500   33.5567588806   33.3669000000    5.3998    4.6145   0.0
    6.6500   39.3353309631   39.0097000000    5.5747    4.5882   0.0
    6.6500   44.1503753662   43.6120000000    5.7049    4.5407   0.0
    6.6500   46.4877548218   45.8000000000    5.7580    4.5087   0.0
    6.6500   48.6163635254   47.6241000000    5.8062    4.4732   0.0
    6.6500   48.9384193420   47.8509000000    5.8139    4.4678   0.0
    6.6500   49.1926803589   48.0493000000    5.8239    4.4765   0.0
    6.6500   49.3119163513   48.1414000000    5.8316    4.4860   0.0
    6.6500   49.3703918457   48.1852000000    5.8469    4.5089   0.0
    6.6500   49.9587135315   48.1577000000    5.8895    4.3906   0.0
    6.6500   50.1325988770   48.1146000000    5.8934    4.3782   0.0
    6.6500   50.2862930298   48.0433000000    5.8956    4.3727   0.0
    6.6500   50.4493064880   47.9553000000    5.8979    4.3666   0.0
    6.6500   50.5955848694   47.8655000000    5.8998    4.3611   0.0
    6.6500   50.8319854736   47.6980000000    5.9028    4.3516   0.0
    6.6500   51.1155433655   47.4873000000    5.9069    4.3582   0.0
    6.6500   51.3943557739   47.3740000000    5.9115    4.3742   0.0
    6.6500   51.6748695374   47.4822000000    5.9160    4.3621   0.0
    6.6500   51.9665260315   47.5932000000    5.9206    4.3437   0.0
    6.6500   52.2628479004   47.7017000000    5.9252    4.3202   0.0
    6.6500   52.5481376648   47.7852000000    5.9293    4.2904   0.0
    6.6500   52.8318901062   47.8456000000    5.9332    4.2539   0.0
    6.6500   53.1141204834   47.7794000000    5.9362    4.2165   0.0
    6.6500   53.3979415894   47.4452000000    5.9370    4.1646   0.0
    6.6500   53.5362052917   47.0578000000    5.9354    4.1230   0.0
    6.6500   53.7108459473   46.1280000000    5.9161    3.9337   0.0
    6.6500   53.7811431885   45.5171000000    5.8924    3.7359   0.0
    6.6500   53.7861442566   45.4941000000    5.8960    3.7332   0.0
    6.6500   53.7931632996   45.4618000000    5.8990    3.7307   0.0
    6.6500   54.5261802673   41.8793000000    5.9350    3.7328   0.0
    6.6500   55.5069084167   36.9105000000    5.9973    3.7394   0.0
#  log(age)     mini          mact           logl     logt  phase
    6.7000    0.1500000060    0.1500000000   -2.3036    3.5907   0.0
    6.7000    0.2000000030    0.2000000000   -2.0080    3.6158   0.0
    6.7000    0.2500000000    0.2500000000   -1.7958    3.6285   0.0
    6.7000    0.3000000119    0.3000000000   -1.6574    3.6372   0.0
    6.7000    0.3499999940    0.3500000000   -1.5359    3.6446   0.0
    6.7000    0.4000000060    0.4000000000   -1.4187    3.6513   0.0
    6.7000    0.4499999881    0.4500000000   -1.2816    3.6596   0.0
    6.7000    0.5000000000    0.5000000000   -1.1516    3.6693   0.0
    6.7000    0.5500000119    0.5500000000   -1.0014    3.6842   0.0
    6.7000    0.6000000238    0.6000000000   -0.8413    3.7060   0.0
    6.7000    0.6999999881    0.7000000000   -0.5411    3.7459   0.0
    6.7000    0.8000000119    0.8000000000   -0.2658    3.7824   0.0
    6.7000    0.8999999762    0.9000000000   -0.0214    3.8135   0.0
    6.7000    1.0000000000    1.0000000000    0.1943    3.8435   0.0
    6.7000    1.1207518578    1.1208000000    0.4195    3.8843   0.0
    6.7000    1.2207518816    1.2207000000    0.5890    3.9216   0.0
    6.7000    1.3999999762    1.4000000000    0.8503    3.9805   0.0
    6.7000    1.5000000000    1.5000000000    0.9752    4.0088   0.0
    6.7000    1.6000000238    1.6000000000    1.0927    4.0344   0.0
    6.7000    1.7103760242    1.7104000000    1.2099    4.0607   0.0
    6.7000    1.7541503906    1.7542000000    1.2544    4.0703   0.0
    6.7000    1.7999999523    1.8000000000    1.2991    4.0796   0.0
    6.7000    1.8999999762    1.9000000000    1.3926    4.0993   0.0
    6.7000    2.0000000000    2.0000000000    1.4797    4.1173   0.0
    6.7000    2.2000000477    2.2000000000    1.6308    4.1485   0.0
    6.7000    2.5000000000    2.5000000000    1.8320    4.1864   0.0
    6.7000    3.0000000000    3.0000000000    2.1007    4.2321   0.0
    6.7000    3.5000000000    3.5000000000    2.3244    4.2671   0.0
    6.7000    4.0000000000    4.0000000000    2.5130    4.2951   0.0
    6.7000    4.5000000000    4.5000000000    2.6779    4.3191   0.0
    6.7000    4.7852077484    4.7852000000    2.7628    4.3312   0.0
    6.7000    5.0000000000    5.0000000000    2.8235    4.3402   0.0
    6.7000    6.7924814224    6.7925000000    3.2425    4.4012   0.0
    6.7000   10.4395990372   10.4396000000    3.8112    4.4784   0.0
    6.7000   10.9624061584   10.9624000000    3.8777    4.4871   0.0
    6.7000   13.3398504257   13.3220000000    4.1166    4.5192   0.0
    6.7000   15.0764532089   15.0529000000    4.3058    4.5420   0.0
    6.7000   17.5743331909   17.5413000000    4.5528    4.5689   0.0
    6.7000   18.9624061584   18.9236000000    4.6833    4.5801   0.0
    6.7000   22.4385032654   22.3752000000    4.9001    4.5973   0.0
    6.7000   27.4838562012   27.3667000000    5.1734    4.6059   0.0
    6.7000   31.4670734406   31.2893000000    5.3636    4.5946   0.0
    6.7000   32.0751876831   31.8867000000    5.3910    4.5911   0.0
    6.7000   33.8460807800   33.6182000000    5.4510    4.5821   0.0
    6.7000   38.1707916260   37.7519000000    5.5900    4.5355   0.0
    6.7000   40.0921058655   39.5735000000    5.6483    4.5026   0.0
    6.7000   41.5006217957   40.8741000000    5.6914    4.4766   0.0
    6.7000   41.5439071655   40.9118000000    5.6928    4.4759   0.0
    6.7000   41.8367500305   41.1744000000    5.7094    4.4908   0.0
    6.7000   41.8860054016   41.2173000000    5.7220    4.5077   0.0
    6.7000   41.9050140381   41.2336000000    5.7295    4.5180   0.0
    6.7000   42.3088951111   41.5870000000    5.7736    4.4205   0.0
    6.7000   42.7069320679   41.9338000000    5.7877    4.3939   0.0
    6.7000   42.9727897644   42.1647000000    5.7944    4.3776   0.0
    6.7000   43.2024002075   42.3635000000    5.8000    4.3622   0.0
    6.7000   43.5108375549   42.6283000000    5.8072    4.3391   0.0
    6.7000   43.7859573364   42.8471000000    5.8134    4.3163   0.0
    6.7000   44.1089401245   43.1001000000    5.8204    4.2846   0.0
    6.7000   44.1503753662   43.1324000000    5.8213    4.2801   0.0
    6.7000   44.2809410095   43.1881000000    5.8237    4.2687   0.0
    6.7000   44.5485420227   43.2938000000    5.8285    4.2395   0.0
    6.7000   44.8147621155   43.4017000000    5.8331    4.2032   0.0
    6.7000   45.0796127319   43.3896000000    5.8371    4.1656   0.0
    6.7000   45.3460121155   43.2008000000    5.8394    4.1210   0.0
    6.7000   45.4758110046   42.9099000000    5.8393    4.0894   0.0
    6.7000   45.6397781372   42.0299000000    5.8345    3.9862   0.0
    6.7000   45.7057838440   41.2888000000    5.8050    3.7322   0.0
    6.7000   45.7083549500   41.2769000000    5.8045    3.7288   0.0
    6.7000   45.7119636536   41.2602000000    5.8037    3.7253   0.0
    6.7000   46.0887680054   39.2427000000    5.8136    3.7255   0.0
    6.7000   46.5922355652   36.4522000000    5.8269    3.7275   0.0
#  log(age)     mini          mact           logl     logt  phase
    6.7500    0.1500000060    0.1500000000   -2.3036    3.5907   0.0
    6.7500    0.2000000030    0.2000000000   -2.0080    3.6158   0.0
    6.7500    0.2500000000    0.2500000000   -1.7958    3.6285   0.0
    6.7500    0.3000000119    0.3000000000   -1.6574    3.6372   0.0
    6.7500    0.3499999940    0.3500000000   -1.5359    3.6446   0.0
    6.7500    0.4000000060    0.4000000000   -1.4187    3.6513   0.0
    6.7500    0.4499999881    0.4500000000   -1.2816    3.6596   0.0
    6.7500    0.5000000000    0.5000000000   -1.1516    3.6693   0.0
    6.7500    0.5500000119    0.5500000000   -1.0014    3.6842   0.0
    6.7500    0.6000000238    0.6000000000   -0.8413    3.7060   0.0
    6.7500    0.6999999881    0.7000000000   -0.5410    3.7459   0.0
    6.7500    0.8000000119    0.8000000000   -0.2658    3.7824   0.0
    6.7500    0.8999999762    0.9000000000   -0.0213    3.8135   0.0
    6.7500    1.0000000000    1.0000000000    0.1944    3.8435   0.0
    6.7500    1.1207518578    1.1207000000    0.4195    3.8843   0.0
    6.7500    1.2207518816    1.2207000000    0.5890    3.9216   0.0
    6.7500    1.3999999762    1.4000000000    0.8503    3.9805   0.0
    6.7500    1.5000000000    1.5000000000    0.9753    4.0088   0.0
    6.7500    1.6000000238    1.6000000000    1.0928    4.0344   0.0
    6.7500    1.7103760242    1.7104000000    1.2100    4.0607   0.0
    6.7500    1.7541503906    1.7542000000    1.2545    4.0703   0.0
    6.7500    1.7999999523    1.8000000000    1.2992    4.0796   0.0
    6.7500    1.8999999762    1.9000000000    1.3927    4.0992   0.0
    6.7500    2.0000000000    2.0000000000    1.4797    4.1172   0.0
    6.7500    2.2000000477    2.2000000000    1.6309    4.1484   0.0
    6.7500    2.5000000000    2.5000000000    1.8321    4.1861   0.0
    6.7500    3.0000000000    3.0000000000    2.1011    4.2318   0.0
    6.7500    3.5000000000    3.5000000000    2.3249    4.2667   0.0
    6.7500    4.0000000000    4.0000000000    2.5138    4.2946   0.0
    6.7500    4.4344110489    4.4344000000    2.6585    4.3155   0.0
    6.7500    4.5000000000    4.5000000000    2.6791    4.3185   0.0
    6.7500    4.5037655830    4.5038000000    2.6803    4.3187   0.0
    6.7500    5.0000000000    5.0000000000    2.8250    4.3401   0.0
    6.7500    6.7924814224    6.7925000000    3.2454    4.4011   0.0
    6.7500    9.6572456360    9.6572000000    3.7120    4.4643   0.0
    6.7500   10.9624061584   10.9624000000    3.8853    4.4868   0.0
    6.7500   13.3398504257   13.3199000000    4.1259    4.5191   0.0
    6.7500   14.2013406754   14.1783000000    4.2233    4.5307   0.0
    6.7500   16.5542316437   16.5217000000    4.4700    4.5579   0.0
    6.7500   18.4013252258   18.3605000000    4.6527    4.5733   0.0
    6.7500   18.9624061584   18.9188000000    4.7060    4.5775   0.0
    6.7500   20.1616420746   20.1095000000    4.7858    4.5837   0.0
    6.7500   24.6950397491   24.5984000000    5.0612    4.5937   0.0
    6.7500   28.2740745544   28.1270000000    5.2536    4.5842   0.0
    6.7500   31.1056613922   30.8771000000    5.3950    4.5574   0.0
    6.7500   32.0751876831   31.7957000000    5.4418    4.5428   0.0
    6.7500   32.8440513611   32.5293000000    5.4697    4.5335   0.0
    6.7500   34.4972457886   34.0998000000    5.5299    4.5030   0.0
    6.7500   35.7091979980   35.2365000000    5.5744    4.4800   0.0
    6.7500   35.7464485168   35.2705000000    5.5758    4.4794   0.0
    6.7500   36.0331726074   35.5359000000    5.5932    4.4931   0.0
    6.7500   36.0814018250   35.5796000000    5.6065    4.5097   0.0
    6.7500   36.1000213623   35.5962000000    5.6162    4.5220   0.0
    6.7500   36.4355888367   35.8960000000    5.6641    4.4195   0.0
    6.7500   36.7662773132   36.1902000000    5.6763    4.4060   0.0
    6.7500   36.9871368408   36.3861000000    5.6828    4.3934   0.0
    6.7500   37.1778717041   36.5549000000    5.6881    4.3815   0.0
    6.7500   37.4340782166   36.7803000000    5.6953    4.3630   0.0
    6.7500   37.6625938416   36.9732000000    5.7018    4.3451   0.0
    6.7500   37.9308471680   37.1971000000    5.7092    4.3207   0.0
    6.7500   38.5130043030   37.6622000000    5.7247    4.2456   0.0
    6.7500   39.1707382202   36.8039000000    5.6891    3.7729   0.0
    6.7500   39.1850204468   36.7589000000    5.6878    3.7694   0.0
    6.7500   39.2007904053   36.7060000000    5.6884    3.7705   0.0
    6.7500   39.2323379517   36.5992000000    5.6896    3.7714   0.0
    6.7500   39.2888107300   36.4042000000    5.6920    3.7712   0.0
    6.7500   39.4082679749   35.9763000000    5.6970    3.7688   0.0
    6.7500   39.4693870544   35.7449000000    5.6990    3.7671   0.0
    6.7500   39.5195732117   35.5499000000    5.7003    3.7656   0.0
    6.7500   39.5609664917   35.3863000000    5.7014    3.7641   0.0
    6.7500   39.5970764160   35.2414000000    5.7023    3.7627   0.0
    6.7500   39.6277465820   35.1169000000    5.7031    3.7614   0.0
    6.7500   39.6555480957   35.0029000000    5.7038    3.7601   0.0
    6.7500   39.6814460754   34.8956000000    5.7044    3.7588   0.0
    6.7500   39.7061653137   34.7923000000    5.7050    3.7575   0.0
    6.7500   39.7243309021   34.7158000000    5.7054    3.7563   0.0
    6.7500   39.7419662476   34.6411000000    5.7058    3.7551   0.0
    6.7500   39.7562217712   34.5814000000    5.7062    3.7540   0.0
    6.7500   39.7671928406   34.5331000000    5.7066    3.7531   0.0
    6.7500   39.7753753662   34.4969000000    5.7068    3.7521   0.0
    6.7500   39.7817840576   34.4686000000    5.7070    3.7511   0.0
    6.7500   39.7864761353   34.4435000000    5.7071    3.7500   0.0
    6.7500   39.7895317078   34.4271000000    5.7072    3.7491   0.0
    6.7500   39.7915153503   34.4165000000    5.7072    3.7481   0.0
    6.7500   39.7926788330   34.4103000000    5.7070    3.7469   0.0
    6.7500   39.7932357788   34.4073000000    5.7070    3.7459   0.0
    6.7500   39.7936668396   34.4050000000    5.7069    3.7449   0.0
    6.7500   39.7941131592   34.4026000000    5.7069    3.7435   0.0
    6.7500   39.7944145203   34.4004000000    5.7068    3.7424   0.0
    6.7500   39.7947196960   34.3982000000    5.7068    3.7411   0.0
    6.7500   39.7950019836   34.3961000000    5.7068    3.7397   0.0
    6.7500   39.7953071594   34.3939000000    5.7068    3.7381   0.0
    6.7500   39.7956085205   34.3917000000    5.7068    3.7363   0.0
    6.7500   39.7957496643   34.3906000000    5.7068    3.7354   0.0
    6.7500   39.7958946228   34.3896000000    5.7068    3.7344   0.0
    6.7500   39.7960395813   34.3886000000    5.7068    3.7333   0.0
    6.7500   39.7961997986   34.3874000000    5.7068    3.7321   0.0
    6.7500   39.7963447571   34.3863000000    5.7069    3.7310   0.0
    6.7500   39.7966461182   34.3841000000    5.7068    3.7291   0.0
    6.7500   39.7969322205   34.3820000000    5.7068    3.7275   0.0
    6.7500   39.7972221375   34.3800000000    5.7067    3.7258   0.0
    6.7500   39.7975082397   34.3779000000    5.7067    3.7244   0.0
    6.7500   39.7977905273   34.3758000000    5.7065    3.7232   0.0
    6.7500   39.7981796265   34.3730000000    5.7063    3.7218   0.0
    6.7500   39.7984962463   34.3707000000    5.7058    3.7207   0.0
    6.7500   39.7988471985   34.3681000000    5.7052    3.7195   0.0
#  log(age)     mini          mact           logl     logt  phase
    6.8000    0.1500000060    0.1500000000   -2.3036    3.5907   0.0
    6.8000    0.2000000030    0.2000000000   -2.0080    3.6158   0.0
    6.8000    0.2500000000    0.2500000000   -1.7958    3.6285   0.0
    6.8000    0.3000000119    0.3000000000   -1.6574    3.6372   0.0
    6.8000    0.3499999940    0.3500000000   -1.5359    3.6446   0.0
    6.8000    0.4000000060    0.4000000000   -1.4187    3.6513   0.0
    6.8000    0.4499999881    0.4500000000   -1.2816    3.6596   0.0
    6.8000    0.5000000000    0.5000000000   -1.1515    3.6693   0.0
    6.8000    0.5500000119    0.5500000000   -1.0014    3.6842   0.0
    6.8000    0.6000000238    0.6000000000   -0.8413    3.7060   0.0
    6.8000    0.6999999881    0.7000000000   -0.5410    3.7459   0.0
    6.8000    0.8000000119    0.8000000000   -0.2658    3.7824   0.0
    6.8000    0.8999999762    0.9000000000   -0.0213    3.8135   0.0
    6.8000    1.0000000000    1.0000000000    0.1945    3.8435   0.0
    6.8000    1.1207518578    1.1207000000    0.4196    3.8843   0.0
    6.8000    1.2207518816    1.2207000000    0.5891    3.9216   0.0
    6.8000    1.3999999762    1.4000000000    0.8504    3.9805   0.0
    6.8000    1.5000000000    1.5000000000    0.9754    4.0088   0.0
    6.8000    1.6000000238    1.6000000000    1.0929    4.0344   0.0
    6.8000    1.7103760242    1.7104000000    1.2101    4.0607   0.0
    6.8000    1.7541503906    1.7542000000    1.2546    4.0703   0.0
    6.8000    1.7999999523    1.8000000000    1.2993    4.0796   0.0
    6.8000    1.8999999762    1.9000000000    1.3928    4.0992   0.0
    6.8000    2.0000000000    2.0000000000    1.4797    4.1171   0.0
    6.8000    2.2000000477    2.2000000000    1.6310    4.1482   0.0
    6.8000    2.5000000000    2.5000000000    1.8321    4.1858   0.0
    6.8000    3.0000000000    3.0000000000    2.1016    4.2313   0.0
    6.8000    3.5000000000    3.5000000000    2.3255    4.2661   0.0
    6.8000    4.0000000000    4.0000000000    2.5147    4.2940   0.0
    6.8000    4.1815609932    4.1816000000    2.5770    4.3030   0.0
    6.8000    4.5000000000    4.5000000000    2.6806    4.3184   0.0
    6.8000    5.0000000000    5.0000000000    2.8267    4.3400   0.0
    6.8000    6.7924814224    6.7925000000    3.2488    4.4010   0.0
    6.8000    8.9335231781    8.9335000000    3.6128    4.4502   0.0
    6.8000   10.9624061584   10.9624000000    3.8939    4.4864   0.0
    6.8000   13.3398504257   13.3174000000    4.1364    4.5189   0.0
    6.8000   13.3770246506   13.3545000000    4.1408    4.5195   0.0
    6.8000   15.5933418274   15.5614000000    4.3873    4.5468   0.0
    6.8000   17.3332214355   17.2929000000    4.5699    4.5622   0.0
    6.8000   18.7722549438   18.7244000000    4.7142    4.5725   0.0
    6.8000   18.9624061584   18.9135000000    4.7334    4.5734   0.0
    6.8000   22.1892070770   22.1101000000    4.9490    4.5815   0.0
    6.8000   25.4050750732   25.2843000000    5.1437    4.5738   0.0
    6.8000   27.9493370056   27.7647000000    5.2874    4.5492   0.0
    6.8000   29.9379959106   29.6539000000    5.3960    4.5114   0.0
    6.8000   30.7490692139   30.4134000000    5.4410    4.4905   0.0
    6.8000   31.1318721771   30.7709000000    5.4626    4.4809   0.0
    6.8000   31.2710819244   30.9008000000    5.4749    4.4900   0.0
    6.8000   31.3598003387   30.9830000000    5.4933    4.5096   0.0
    6.8000   31.3732624054   30.9951000000    5.5049    4.5234   0.0
    6.8000   31.3741302490   30.9959000000    5.5056    4.5243   0.0
    6.8000   31.3796672821   31.0008000000    5.5017    4.5168   0.0
    6.8000   31.3805274963   31.0016000000    5.5012    4.5155   0.0
    6.8000   31.3847446442   31.0054000000    5.5110    4.5063   0.0
    6.8000   31.3880443573   31.0084000000    5.5188    4.4990   0.0
    6.8000   31.3911628723   31.0112000000    5.5214    4.4879   0.0
    6.8000   31.3940963745   31.0138000000    5.5235    4.4767   0.0
    6.8000   31.3964805603   31.0159000000    5.5247    4.4665   0.0
    6.8000   31.3992290497   31.0184000000    5.5265    4.4534   0.0
    6.8000   31.4014320374   31.0204000000    5.5282    4.4422   0.0
    6.8000   31.4038143158   31.0225000000    5.5301    4.4299   0.0
    6.8000   31.4058303833   31.0243000000    5.5324    4.4187   0.0
    6.8000   31.4076633453   31.0260000000    5.5343    4.4086   0.0
    6.8000   31.4094982147   31.0276000000    5.5365    4.3993   0.0
    6.8000   31.4133472443   31.0310000000    5.5414    4.3814   0.0
    6.8000   31.4172000885   31.0345000000    5.5456    4.3690   0.0
    6.8000   31.4225196838   31.0393000000    5.5509    4.3555   0.0
    6.8000   31.4287509918   31.0449000000    5.5564    4.3423   0.0
    6.8000   31.4355392456   31.0509000000    5.5599    4.3381   0.0
    6.8000   31.4419574738   31.0567000000    5.5632    4.3344   0.0
    6.8000   31.4546680450   31.0681000000    5.5643    4.3414   0.0
    6.8000   31.4611015320   31.0739000000    5.5648    4.3450   0.0
    6.8000   31.4675331116   31.0797000000    5.5652    4.3487   0.0
    6.8000   31.4770431519   31.0883000000    5.5658    4.3542   0.0
    6.8000   31.4865455627   31.0968000000    5.5661    4.3592   0.0
    6.8000   31.4990367889   31.1080000000    5.5660    4.3652   0.0
    6.8000   31.5111789703   31.1189000000    5.5660    4.3709   0.0
    6.8000   31.5263805389   31.1326000000    5.5659    4.3779   0.0
    6.8000   31.5442905426   31.1487000000    5.5661    4.3819   0.0
    6.8000   31.5646553040   31.1670000000    5.5664    4.3862   0.0
    6.8000   31.5901756287   31.1899000000    5.5667    4.3914   0.0
    6.8000   31.6228771210   31.2192000000    5.5673    4.3970   0.0
