#  log(age)     mini          mact           logl     logt  phase
    6.6000    0.1500000060    0.1500000000   -2.4525    3.5402   0.0
    6.6000    0.2000000030    0.2000000000   -2.1755    3.5616   0.0
    6.6000    0.2500000000    0.2500000000   -1.9868    3.5732   0.0
    6.6000    0.3000000119    0.3000000000   -1.8367    3.5824   0.0
    6.6000    0.3499999940    0.3500000000   -1.7107    3.5902   0.0
    6.6000    0.4000000060    0.4000000000   -1.5648    3.5972   0.0
    6.6000    0.4499999881    0.4500000000   -1.4449    3.6061   0.0
    6.6000    0.5000000000    0.5000000000   -1.3139    3.6168   0.0
    6.6000    0.5500000119    0.5500000000   -1.1754    3.6291   0.0
    6.6000    0.6000000238    0.6000000000   -1.0436    3.6410   0.0
    6.6000    0.6999999881    0.7000000000   -0.7627    3.6739   0.0
    6.6000    0.8000000119    0.8000000000   -0.4851    3.7179   0.0
    6.6000    0.8999999762    0.9000000000   -0.2376    3.7542   0.0
    6.6000    1.0000000000    1.0000000000   -0.0209    3.7797   0.0
    6.6000    1.1000000238    1.1000000000    0.1927    3.8045   0.0
    6.6000    1.2000000477    1.2000000000    0.3756    3.8263   0.0
    6.6000    1.2999999523    1.3000000000    0.5401    3.8496   0.0
    6.6000    1.3999999762    1.4000000000    0.6844    3.8785   0.0
    6.6000    1.5000000000    1.5000000000    0.8179    3.9078   0.0
    6.6000    1.6000000238    1.6000000000    0.9360    3.9350   0.0
    6.6000    1.7000000477    1.7000000000    1.0479    3.9585   0.0
    6.6000    1.7999999523    1.8000000000    1.1447    3.9786   0.0
    6.6000    1.8999999762    1.9000000000    1.2423    3.9990   0.0
    6.6000    2.0000000000    2.0000000000    1.3289    4.0153   0.0
    6.6000    2.2000000477    2.2000000000    1.4861    4.0453   0.0
    6.6000    2.5000000000    2.5000000000    1.6941    4.0839   0.0
    6.6000    3.0000000000    3.0000000000    1.9846    4.1347   0.0
    6.6000    3.5000000000    3.5000000000    2.2216    4.1748   0.0
    6.6000    4.0000000000    4.0000000000    2.4227    4.2082   0.0
    6.6000    4.5000000000    4.5000000000    2.5959    4.2366   0.0
    6.6000    5.0000000000    5.0000000000    2.7509    4.2619   0.0
    6.6000    6.0000000000    6.0000000000    3.0198    4.3030   0.0
    6.6000    7.0000000000    7.0000000000    3.2470    4.3376   0.0
    6.6000    8.6408777237    8.6409000000    3.5552    4.3804   0.0
    6.6000    9.0000000000    9.0000000000    3.6160    4.3891   0.0
    6.6000   12.0000000000   12.0000000000    4.0363    4.4480   0.0
    6.6000   15.0000000000   14.9672000000    4.3547    4.4892   0.0
    6.6000   16.8837051392   16.8348000000    4.5145    4.5081   0.0
    6.6000   20.0000000000   19.9152000000    4.7518    4.5325   0.0
    6.6000   23.4366970062   23.2337000000    4.9452    4.5490   0.0
    6.6000   29.9083328247   29.2585000000    5.2494    4.5605   0.0
    6.6000   30.0000000000   29.3399000000    5.2533    4.5604   0.0
    6.6000   35.6762199402   34.1878000000    5.4388    4.5499   0.0
    6.6000   40.0000000000   37.6147000000    5.5622    4.5241   0.0
    6.6000   41.3099937439   38.6598000000    5.5927    4.5168   0.0
    6.6000   47.2563476562   42.8166000000    5.7203    4.4403   0.0
    6.6000   49.9448776245   44.3604000000    5.7727    4.3837   0.0
    6.6000   51.9687042236   42.8797000000    5.7999    4.2693   0.0
    6.6000   52.1222076416   42.5847000000    5.8014    4.2576   0.0
    6.6000   55.0544357300   37.5099000000    5.8515    4.3782   0.0
    6.6000   55.8063812256   37.0853000000    5.8704    4.4043   0.0
    6.6000   56.0933151245   36.9088000000    5.9010    4.4695   0.0
    6.6000   56.1008796692   36.9041000000    5.9003    4.4636   0.0
    6.6000   56.1030883789   36.9028000000    5.9006    4.4600   0.0
    6.6000   56.1047668457   36.9017000000    5.9014    4.4567   0.0
    6.6000   56.1063957214   36.9007000000    5.9024    4.4529   0.0
    6.6000   56.1080780029   36.8997000000    5.9032    4.4486   0.0
    6.6000   56.1091804504   36.8990000000    5.9037    4.4457   0.0
    6.6000   56.1102828979   36.8983000000    5.9042    4.4426   0.0
    6.6000   56.1113815308   36.8976000000    5.9045    4.4395   0.0
    6.6000   56.1124877930   36.8969000000    5.9048    4.4363   0.0
    6.6000   56.1135902405   36.8963000000    5.9050    4.4328   0.0
    6.6000   56.1146850586   36.8956000000    5.9053    4.4293   0.0
    6.6000   56.1157875061   36.8949000000    5.9054    4.4255   0.0
    6.6000   56.1168861389   36.8875000000    5.9056    4.4215   0.0
    6.6000   56.1179885864   36.8802000000    5.9058    4.4170   0.0
    6.6000   56.1190872192   36.8728000000    5.9059    4.4122   0.0
    6.6000   56.1196060181   36.8693000000    5.9059    4.4095   0.0
    6.6000   56.1201858521   36.8654000000    5.9059    4.4068   0.0
    6.6000   56.1207084656   36.8619000000    5.9060    4.4038   0.0
    6.6000   56.1212844849   36.8580000000    5.9060    4.4007   0.0
    6.6000   56.1218070984   36.8406000000    5.9060    4.3972   0.0
    6.6000   56.1223869324   36.8332000000    5.9061    4.3935   0.0
    6.6000   56.1229019165   36.8265000000    5.9061    4.3893   0.0
    6.6000   56.1234817505   36.8190000000    5.9062    4.3849   0.0
    6.6000   56.1240043640   36.8123000000    5.9062    4.3810   0.0
    6.6000   56.1245803833   36.8049000000    5.9063    4.3775   0.0
    6.6000   56.1251029968   36.7964000000    5.9063    4.3741   0.0
    6.6000   56.1256790161   36.7871000000    5.9063    4.3710   0.0
    6.6000   56.1261978149   36.7786000000    5.9064    4.3682   0.0
    6.6000   56.1267738342   36.7693000000    5.9063    4.3654   0.0
    6.6000   56.1272964478   36.7635000000    5.9062    4.3624   0.0
    6.6000   56.1283950806   36.7512000000    5.9059    4.3575   0.0
    6.6000   56.1300659180   36.7156000000    5.9039    4.3525   0.0
    6.6000   56.1312217712   36.7009000000    5.9023    4.3485   0.0
    6.6000   56.1328964233   36.6795000000    5.9038    4.3445   0.0
    6.6000   56.1356048584   36.6432000000    5.9065    4.3396   0.0
    6.6000   56.1416511536   36.5217000000    5.9107    4.3327   0.0
    6.6000   56.1769485474   35.7738000000    5.9176    4.2713   0.0
    6.6000   56.1874923706   35.5360000000    5.9201    4.2444   0.0
    6.6000   56.1905632019   35.4746000000    5.9206    4.2379   0.0
    6.6000   56.1967544556   35.3298000000    5.9215    4.2173   0.0
    6.6000   56.1978912354   35.2879000000    5.9240    4.2283   0.0
    6.6000   56.1984596252   35.2769000000    5.9235    4.2358   0.0
    6.6000   56.1989669800   35.2669000000    5.9233    4.2381   0.0
    6.6000   56.2000465393   35.2458000000    5.9233    4.2466   0.0
    6.6000   56.2006683350   35.2386000000    5.9236    4.2514   0.0
    6.6000   56.2023162842   35.2080000000    5.9237    4.2471   0.0
    6.6000   56.2148284912   35.0069000000    5.9274    4.1906   0.0
    6.6000   56.2618179321   34.2726000000    5.9412    3.8678   0.0
    6.6000   56.2782135010   33.9835000000    5.9449    3.8522   0.0
    6.6000   56.3120269775   33.6031000000    5.9553    3.8377   0.0
    6.6000   56.3343200684   33.3744000000    5.9630    3.8324   0.0
    6.6000   56.3453941345   33.2484000000    5.9668    3.8293   0.0
    6.6000   56.3564376831   33.0939000000    5.9705    3.8261   0.0
    6.6000   56.5385017395   31.4534000000    5.9792    3.8353   0.0
    6.6000   56.6300926208   30.7711000000    5.9843    3.8430   0.0
    6.6000   56.7316398621   30.0373000000    5.9903    3.8490   0.0
    6.6000   56.9332275391   28.9092000000    5.9849    3.9484   0.0
    6.6000   60.0000000000   25.2156000000    5.9468    4.6976   0.0
    6.6000   70.3487930298   15.4262000000    5.8748    5.2518   0.0
#  log(age)     mini          mact           logl     logt  phase
    6.6500    0.1500000060    0.1500000000   -2.4525    3.5402   0.0
    6.6500    0.2000000030    0.2000000000   -2.1755    3.5616   0.0
    6.6500    0.2500000000    0.2500000000   -1.9868    3.5732   0.0
    6.6500    0.3000000119    0.3000000000   -1.8367    3.5824   0.0
    6.6500    0.3499999940    0.3500000000   -1.7107    3.5902   0.0
    6.6500    0.4000000060    0.4000000000   -1.5648    3.5972   0.0
    6.6500    0.4499999881    0.4500000000   -1.4449    3.6061   0.0
    6.6500    0.5000000000    0.5000000000   -1.3139    3.6168   0.0
    6.6500    0.5500000119    0.5500000000   -1.1754    3.6291   0.0
    6.6500    0.6000000238    0.6000000000   -1.0436    3.6410   0.0
