# log(age)    Mini       Mact  logl  logt  logg  Composition  Phase
5.50 0.09000000 0.0900 -1.0160 3.4755 3.2624 0.4787 0.0000
5.50 0.10000000 0.1000 -0.9458 3.4804 3.2574 0.4787 0.0000
5.50 0.11359140 0.1136 -0.8616 3.4866 3.2535 0.4787 0.0000
5.50 0.12471087 0.1247 -0.7948 3.4916 3.2469 0.4787 0.0000
5.50 0.13506559 0.1351 -0.7411 3.4957 3.2445 0.4787 0.0000
5.50 0.14000000 0.1400 -0.7202 3.4976 3.2468 0.4787 0.0000
5.50 0.15008943 0.1501 -0.6614 3.5020 3.2356 0.4787 0.0000
5.50 0.16395502 0.1640 -0.5969 3.5075 3.2316 0.4787 0.0000
5.50 0.17851907 0.1785 -0.5139 3.5139 3.2112 0.4787 0.0000
5.50 0.19331737 0.1933 -0.4516 3.5195 3.2058 0.4787 0.0000
5.50 0.21944909 0.2194 -0.3405 3.5304 3.1935 0.4787 0.0000
5.50 0.24406278 0.2441 -0.2380 3.5404 3.1770 0.4787 0.0000
5.50 0.25000000 0.2500 -0.2189 3.5425 3.1770 0.4787 0.0000
5.50 0.29243371 0.2924 -0.0624 3.5598 3.1576 0.4787 0.0000
5.50 0.30000001 0.3000 -0.0362 3.5626 3.1538 0.4787 0.0000
5.50 0.32050067 0.3205 0.0309 3.5702 3.1455 0.4787 0.0000
5.50 0.34999999 0.3500 0.1226 3.5802 3.1323 0.4787 0.0000
5.50 0.40000001 0.4000 0.2528 3.5950 3.1192 0.4787 0.0000
5.50 0.43653789 0.4365 0.3302 3.6040 3.1156 0.4787 0.0000
5.50 0.44999999 0.4500 0.3588 3.6071 3.1128 0.4787 0.0000
5.50 0.47592169 0.4759 0.4014 3.6124 3.1159 0.4787 0.0000
5.50 0.50000000 0.5000 0.4433 3.6171 3.1140 0.4787 0.0000
5.50 0.51132685 0.5113 0.4583 3.6190 3.1162 0.4787 0.0000
5.50 0.52911162 0.5291 0.4783 3.6217 3.1222 0.4787 0.0000
5.50 0.54040110 0.5404 0.4915 3.6236 3.1257 0.4787 0.0000
5.50 0.54968178 0.5497 0.5084 3.6254 3.1234 0.4787 0.0000
