# log(age)    Mini       Mact  logl  logt  logg  Composition  Phase
5.50 0.09000000 0.0900 -1.0455 3.4466 3.1761 0.4787 0.0000
5.50 0.10000000 0.1000 -0.9744 3.4511 3.1688 0.4787 0.0000
5.50 0.10810281 0.1081 -0.9251 3.4546 3.1673 0.4787 0.0000
5.50 0.12728500 0.1273 -0.8194 3.4625 3.1642 0.4787 0.0000
5.50 0.13894621 0.1389 -0.7652 3.4672 3.1670 0.4787 0.0000
5.50 0.14004005 0.1400 -0.7605 3.4677 3.1676 0.4787 0.0000
5.50 0.15134808 0.1513 -0.7091 3.4722 3.1681 0.4787 0.0000
5.50 0.16301282 0.1630 -0.6565 3.4774 3.1682 0.4787 0.0000
5.50 0.17584887 0.1758 -0.5915 3.4831 3.1592 0.4787 0.0000
5.50 0.18995085 0.1900 -0.5374 3.4892 3.1628 0.4787 0.0000
5.50 0.20495154 0.2050 -0.4872 3.4960 3.1728 0.4787 0.0000
5.50 0.22485888 0.2249 -0.3907 3.5060 3.1566 0.4787 0.0000
5.50 0.24481247 0.2448 -0.3240 3.5147 3.1617 0.4787 0.0000
5.50 0.25000000 0.2500 -0.3098 3.5169 3.1653 0.4787 0.0000
5.50 0.29703924 0.2970 -0.1320 3.5374 3.1446 0.4787 0.0000
5.50 0.30000001 0.3000 -0.1228 3.5386 3.1442 0.4787 0.0000
5.50 0.33680347 0.3368 -0.0071 3.5521 3.1330 0.4787 0.0000
5.50 0.34999999 0.3500 0.0328 3.5567 3.1280 0.4787 0.0000
5.50 0.40000001 0.4000 0.1612 3.5717 3.1178 0.4787 0.0000
5.50 0.44999999 0.4500 0.2648 3.5842 3.1152 0.4787 0.0000
5.50 0.50000000 0.5000 0.3441 3.5945 3.1229 0.4787 0.0000
5.50 0.50136459 0.5014 0.3458 3.5947 3.1233 0.4787 0.0000
5.50 0.51700795 0.5170 0.3564 3.5971 3.1354 0.4787 0.0000
5.50 0.52794081 0.5279 0.3679 3.5988 3.1399 0.4787 0.0000
5.50 0.54001969 0.5400 0.3853 3.6010 3.1412 0.4787 0.0000
5.50 0.55000001 0.5500 0.4028 3.6032 3.1404 0.4787 0.0000
5.50 0.55014265 0.5501 0.4029 3.6032 3.1405 0.4787 0.0000
5.50 0.56414592 0.5641 0.4098 3.6050 3.1516 0.4787 0.0000
5.50 0.57906103 0.5791 0.4233 3.6071 3.1580 0.4787 0.0000
5.50 0.59435898 0.5944 0.4400 3.6097 3.1627 0.4787 0.0000
5.50 0.60000002 0.6000 0.4450 3.6107 3.1659 0.4787 0.0000
5.50 0.60038233 0.6004 0.4452 3.6107 3.1662 0.4787 0.0000
5.50 0.61892194 0.6189 0.4582 3.6130 3.1753 0.4787 0.0000
5.50 0.63821828 0.6382 0.4748 3.6156 3.1826 0.4787 0.0000
5.50 0.64999998 0.6500 0.4835 3.6174 3.1889 0.4787 0.0000
5.50 0.65248483 0.6525 0.4845 3.6176 3.1905 0.4787 0.0000
5.50 0.66875654 0.6688 0.4975 3.6193 3.1950 0.4787 0.0000
5.50 0.68612844 0.6861 0.5113 3.6215 3.2009 0.4787 0.0000
5.50 0.69999999 0.7000 0.5218 3.6234 3.2068 0.4787 0.0000
5.50 0.73614252 0.7361 0.5526 3.6309 3.2282 0.4787 0.0000
5.50 0.75000000 0.7500 0.5641 3.6339 3.2363 0.4787 0.0000
5.50 0.75131166 0.7513 0.5649 3.6340 3.2367 0.4787 0.0000
5.50 0.77910942 0.7791 0.5853 3.6364 3.2418 0.4787 0.0000
5.50 0.80000001 0.8000 0.6005 3.6383 3.2458 0.4787 0.0000
5.50 0.80621022 0.8062 0.6045 3.6388 3.2471 0.4787 0.0000
5.50 0.83713269 0.8371 0.6264 3.6413 3.2515 0.4787 0.0000
