# log(age) Mini Mact logl logt logg Composition Phase
5.50 0.09000000 0.0900 -1.0320 3.4586 3.2108 0.4787 0.0000
5.50 0.10328599 0.1033 -0.9420 3.4647 3.2046 0.4787 0.0000
5.50 0.11577437 0.1158 -0.8674 3.4699 3.2005 0.4787 0.0000
5.50 0.12202453 0.1220 -0.8324 3.4725 3.1988 0.4787 0.0000
5.50 0.13269871 0.1327 -0.7787 3.4767 3.1984 0.4787 0.0000
5.50 0.14571173 0.1457 -0.7149 3.4820 3.1965 0.4787 0.0000
5.50 0.15639551 0.1564 -0.6705 3.4862 3.1996 0.4787 0.0000
5.50 0.16535470 0.1654 -0.6233 3.4903 3.1927 0.4787 0.0000
5.50 0.17783451 0.1778 -0.5611 3.4956 3.1834 0.4787 0.0000
5.50 0.19141796 0.1914 -0.5115 3.5009 3.1871 0.4787 0.0000
5.50 0.20552534 0.2055 -0.4634 3.5067 3.1931 0.4787 0.0000
5.50 0.22513162 0.2251 -0.3720 3.5153 3.1755 0.4787 0.0000
5.50 0.24451959 0.2445 -0.3028 3.5228 3.1724 0.4787 0.0000
5.50 0.25000000 0.2500 -0.2880 3.5248 3.1751 0.4787 0.0000
5.50 0.28199431 0.2820 -0.1691 3.5388 3.1646 0.4787 0.0000
5.50 0.30000001 0.3000 -0.1081 3.5461 3.1596 0.4787 0.0000
5.50 0.31336063 0.3134 -0.0660 3.5513 3.1571 0.4787 0.0000
5.50 0.34999999 0.3500 0.0475 3.5646 3.1449 0.4787 0.0000
5.50 0.39583340 0.3958 0.1639 3.5786 3.1383 0.4787 0.0000
5.50 0.40000001 0.4000 0.1748 3.5799 3.1368 0.4787 0.0000
5.50 0.42876008 0.4288 0.2307 3.5871 3.1399 0.4787 0.0000
5.50 0.44999999 0.4500 0.2758 3.5922 3.1363 0.4787 0.0000
5.50 0.45347923 0.4535 0.2788 3.5929 3.1394 0.4787 0.0000
5.50 0.50000000 0.5000 0.3488 3.6023 3.1493 0.4787 0.0000
5.50 0.50841498 0.5084 0.3558 3.6036 3.1546 0.4787 0.0000
5.50 0.52096713 0.5210 0.3648 3.6054 3.1636 0.4787 0.0000
5.50 0.53152508 0.5315 0.3783 3.6072 3.1660 0.4787 0.0000
5.50 0.54472053 0.5447 0.3960 3.6097 3.1690 0.4787 0.0000
5.50 0.55000001 0.5500 0.4029 3.6108 3.1707 0.4787 0.0000
5.50 0.56073076 0.5607 0.4075 3.6121 3.1796 0.4787 0.0000
5.50 0.57547843 0.5755 0.4207 3.6141 3.1858 0.4787 0.0000
5.50 0.59091181 0.5909 0.4361 3.6166 3.1919 0.4787 0.0000
5.50 0.60000002 0.6000 0.4441 3.6182 3.1968 0.4787 0.0000
5.50 0.61044484 0.6104 0.4509 3.6194 3.2023 0.4787 0.0000
5.50 0.62885541 0.6289 0.4667 3.6218 3.2089 0.4787 0.0000
5.50 0.64859420 0.6486 0.4826 3.6246 3.2179 0.4787 0.0000
5.50 0.64999998 0.6500 0.4838 3.6248 3.2185 0.4787 0.0000
5.50 0.66216522 0.6622 0.4929 3.6261 3.2225 0.4787 0.0000
5.50 0.68128073 0.6813 0.5083 3.6283 3.2284 0.4787 0.0000
5.50 0.69999999 0.7000 0.5232 3.6308 3.2349 0.4787 0.0000
5.50 0.72578996 0.7258 0.5449 3.6360 3.2498 0.4787 0.0000
5.50 0.75000000 0.7500 0.5669 3.6410 3.2620 0.4787 0.0000
5.50 0.78030097 0.7803 0.5894 3.6436 3.2673 0.4787 0.0000
5.50 0.80000001 0.8000 0.6032 3.6454 3.2717 0.4787 0.0000
5.50 0.80110764 0.8011 0.6038 3.6455 3.2719 0.4787 0.0000
5.50 0.83275127 0.8328 0.6266 3.6480 3.2761 0.4787 0.0000
5.50 0.85000002 0.8500 0.6388 3.6495 3.2786 0.4787 0.0000
5.50 0.87282479 0.8728 0.6537 3.6512 3.2819 0.4787 0.0000
5.50 0.89999998 0.9000 0.6724 3.6532 3.2848 0.4787 0.0000
5.50 0.91418511 0.9142 0.6810 3.6542 3.2870 0.4787 0.0000
5.50 0.94999999 0.9500 0.7048 3.6567 3.2898 0.4787 0.0000
5.50 0.98086435 0.9809 0.7226 3.6587 3.2937 0.4787 0.0000
5.50 1.00000000 1.0000 0.7354 3.6599 3.2942 0.4787 0.0000
5.50 1.04108858 1.0411 0.7593 3.6624 3.2977 0.4787 0.0000
5.50 1.04999995 1.0500 0.7648 3.6629 3.2980 0.4787 0.0000
5.50 1.08489966 1.0849 0.7833 3.6648 3.3014 0.4787 0.0000
5.50 1.10000002 1.1000 0.7922 3.6657 3.3019 0.4787 0.0000
5.50 1.14805841 1.1481 0.8184 3.6682 3.3042 0.4787 0.0000
5.50 1.14999998 1.1500 0.8195 3.6683 3.3043 0.4787 0.0000
5.50 1.17735791 1.1774 0.8334 3.6696 3.3060 0.4787 0.0000
5.50 1.20000005 1.2000 0.8448 3.6707 3.3074 0.4787 0.0000
5.50 1.20514619 1.2051 0.8472 3.6710 3.3077 0.4787 0.0000
5.50 1.25000000 1.2500 0.8702 3.6730 3.3088 0.4787 0.0000
5.50 1.29999995 1.3000 0.8944 3.6752 3.3102 0.4787 0.0000
5.50 1.32505775 1.3251 0.9057 3.6762 3.3114 0.4787 0.0000
5.50 1.35000002 1.3500 0.9176 3.6772 3.3117 0.4787 0.0000
5.50 1.38038814 1.3804 0.9313 3.6784 3.3124 0.4787 0.0000
5.50 1.39999998 1.4000 0.9404 3.6791 3.3124 0.4787 0.0000
5.50 1.42977464 1.4298 0.9525 3.6803 3.3139 0.4787 0.0000
5.50 1.45000005 1.4500 0.9610 3.6811 3.3146 0.4787 0.0000
5.50 1.50000000 1.5000 0.9825 3.6828 3.3147 0.4787 0.0000
5.50 1.54999995 1.5500 1.0029 3.6844 3.3151 0.4787 0.0000
