# log(age) Mini Mact logl logt logg Composition Phase
5.50 0.12000000 0.1200 -0.9157 3.4234 3.0784 0.4787 0.0000
5.50 0.13365904 0.1337 -0.8537 3.4316 3.0960 0.4787 0.0000
5.50 0.14000000 0.1400 -0.8277 3.4347 3.1026 0.4787 0.0000
5.50 0.14036871 0.1404 -0.8258 3.4350 3.1033 0.4787 0.0000
5.50 0.15801108 0.1580 -0.7402 3.4487 3.1235 0.4787 0.0000
5.50 0.16000000 0.1600 -0.7320 3.4499 3.1256 0.4787 0.0000
5.50 0.17137003 0.1714 -0.6634 3.4609 3.1309 0.4787 0.0000
5.50 0.19154999 0.1915 -0.5512 3.4782 3.1361 0.4787 0.0000
5.50 0.20000000 0.2000 -0.5069 3.4847 3.1367 0.4787 0.0000
5.50 0.21536750 0.2154 -0.4154 3.4950 3.1186 0.4787 0.0000
5.50 0.24186544 0.2419 -0.3004 3.5113 3.1190 0.4787 0.0000
5.50 0.24921510 0.2492 -0.2730 3.5155 3.1215 0.4787 0.0000
5.50 0.25000000 0.2500 -0.2691 3.5160 3.1209 0.4787 0.0000
5.50 0.30000001 0.3000 -0.0823 3.5375 3.0993 0.4787 0.0000
5.50 0.34999999 0.3500 0.0654 3.5536 3.0829 0.4787 0.0000
5.50 0.40000001 0.4000 0.1824 3.5665 3.0756 0.4787 0.0000
5.50 0.42518786 0.4252 0.2324 3.5720 3.0742 0.4787 0.0000
5.50 0.44999999 0.4500 0.2750 3.5772 3.0769 0.4787 0.0000
5.50 0.47268581 0.4727 0.3111 3.5814 3.0790 0.4787 0.0000
5.50 0.50028616 0.5003 0.3487 3.5859 3.0843 0.4787 0.0000
5.50 0.50204182 0.5020 0.3327 3.5839 3.0935 0.4787 0.0000
5.50 0.50537598 0.5054 0.2497 3.5798 3.1630 0.4787 0.0000
5.50 0.50798553 0.5080 0.1880 3.5764 3.2136 0.4787 0.0000
5.50 0.50921124 0.5092 0.1741 3.5746 3.2213 0.4787 0.0000
5.50 0.51022130 0.5102 0.1694 3.5730 3.2202 0.4787 0.0000
5.50 0.51041019 0.5104 0.1689 3.5726 3.2196 0.4787 0.0000
5.50 0.51135749 0.5114 0.1603 3.5701 3.2188 0.4787 0.0000
5.50 0.51253426 0.5125 0.1488 3.5669 3.2184 0.4787 0.0000
5.50 0.51371926 0.5137 0.1397 3.5638 3.2163 0.4787 0.0000
5.50 0.51492101 0.5149 0.1293 3.5608 3.2156 0.4787 0.0000
5.50 0.51614434 0.5161 0.1193 3.5579 3.2151 0.4787 0.0000
5.50 0.51739353 0.5174 0.1103 3.5552 3.2145 0.4787 0.0000
5.50 0.51867384 0.5187 0.1017 3.5529 3.2146 0.4787 0.0000
5.50 0.51999080 0.5200 0.0931 3.5508 3.2160 0.4787 0.0000
5.50 0.52135134 0.5214 0.0858 3.5493 3.2185 0.4787 0.0000
5.50 0.52276540 0.5228 0.0802 3.5483 3.2214 0.4787 0.0000
5.50 0.52424622 0.5242 0.0747 3.5478 3.2259 0.4787 0.0000
5.50 0.52580959 0.5258 0.0695 3.5476 3.2318 0.4787 0.0000
5.50 0.52748173 0.5275 0.0642 3.5479 3.2396 0.4787 0.0000
5.50 0.52929866 0.5293 0.0596 3.5488 3.2492 0.4787 0.0000
5.50 0.53131437 0.5313 0.0567 3.5506 3.2612 0.4787 0.0000
5.50 0.53361982 0.5336 0.0590 3.5543 3.2753 0.4787 0.0000
5.50 0.53640318 0.5364 0.0723 3.5604 3.2890 0.4787 0.0000
5.50 0.53998876 0.5400 0.1081 3.5701 3.2948 0.4787 0.0000
5.50 0.54556757 0.5456 0.2216 3.5856 3.2476 0.4787 0.0000
5.50 0.55000001 0.5500 0.3969 3.5941 3.1098 0.4787 0.0000
5.50 0.55829024 0.5583 0.3990 3.5951 3.1183 0.4787 0.0000
5.50 0.57211643 0.5721 0.4101 3.5968 3.1247 0.4787 0.0000
5.50 0.58659011 0.5866 0.4263 3.5989 3.1277 0.4787 0.0000
5.50 0.60000002 0.6000 0.4378 3.6011 3.1348 0.4787 0.0000
5.50 0.61397952 0.6140 0.4477 3.6027 3.1413 0.4787 0.0000
5.50 0.63469416 0.6347 0.4648 3.6052 3.1487 0.4787 0.0000
5.50 0.64999998 0.6500 0.4761 3.6073 3.1559 0.4787 0.0000
5.50 0.67119491 0.6712 0.4930 3.6094 3.1615 0.4787 0.0000
5.50 0.69157523 0.6916 0.5086 3.6117 3.1682 0.4787 0.0000
5.50 0.69999999 0.7000 0.5146 3.6128 3.1717 0.4787 0.0000
5.50 0.70679307 0.7068 0.5197 3.6141 3.1761 0.4787 0.0000
5.50 0.74384034 0.7438 0.5514 3.6215 3.1960 0.4787 0.0000
5.50 0.75000000 0.7500 0.5568 3.6227 3.1992 0.4787 0.0000
5.50 0.76207292 0.7621 0.5650 3.6237 3.2020 0.4787 0.0000
5.50 0.80000001 0.8000 0.5926 3.6269 3.2081 0.4787 0.0000
