# log(age)    Mini       Mact  logl  logt  logg  Composition  Phase
5.50 0.09000000 0.0900 -1.0221 3.4689 3.2420 0.4787 0.0000
5.50 0.10000000 0.1000 -0.9522 3.4736 3.2367 0.4787 0.0000
5.50 0.10624675 0.1062 -0.9129 3.4766 3.2354 0.4787 0.0000
5.50 0.12166584 0.1217 -0.8219 3.4832 3.2299 0.4787 0.0000
5.50 0.13200319 0.1320 -0.7660 3.4875 3.2267 0.4787 0.0000
5.50 0.14000000 0.1400 -0.7308 3.4907 3.2298 0.4787 0.0000
5.50 0.14938736 0.1494 -0.6786 3.4947 3.2217 0.4787 0.0000
5.50 0.16117676 0.1612 -0.6296 3.4993 3.2241 0.4787 0.0000
5.50 0.17494516 0.1749 -0.5454 3.5055 3.2005 0.4787 0.0000
5.50 0.18912682 0.1891 -0.4882 3.5109 3.1985 0.4787 0.0000
5.50 0.22388324 0.2239 -0.3424 3.5252 3.1831 0.4787 0.0000
5.50 0.24457332 0.2446 -0.2623 3.5333 3.1739 0.4787 0.0000
5.50 0.25000000 0.2500 -0.2453 3.5353 3.1744 0.4787 0.0000
5.50 0.29865935 0.2987 -0.0635 3.5558 3.1520 0.4787 0.0000
5.50 0.30000001 0.3000 -0.0589 3.5564 3.1514 0.4787 0.0000
5.50 0.34999999 0.3500 0.0972 3.5744 3.1345 0.4787 0.0000
5.50 0.36828026 0.3683 0.1449 3.5800 3.1314 0.4787 0.0000
5.50 0.40000001 0.4000 0.2271 3.5893 3.1221 0.4787 0.0000
5.50 0.43735576 0.4374 0.3055 3.5985 3.1193 0.4787 0.0000
5.50 0.44999999 0.4500 0.3314 3.6014 3.1174 0.4787 0.0000
5.50 0.50000000 0.5000 0.4146 3.6115 3.1203 0.4787 0.0000
5.50 0.50733703 0.5073 0.4234 3.6127 3.1225 0.4787 0.0000
5.50 0.52234364 0.5223 0.4347 3.6148 3.1326 0.4787 0.0000
5.50 0.53223252 0.5322 0.4462 3.6164 3.1354 0.4787 0.0000
5.50 0.54060692 0.5406 0.4582 3.6179 3.1362 0.4787 0.0000
5.50 0.55000001 0.5500 0.4780 3.6199 3.1321 0.4787 0.0000
5.50 0.55304956 0.5530 0.4807 3.6203 3.1334 0.4787 0.0000
5.50 0.56793046 0.5679 0.4869 3.6222 3.1461 0.4787 0.0000
5.50 0.57926393 0.5793 0.4974 3.6237 3.1504 0.4787 0.0000
5.50 0.59283048 0.5928 0.5127 3.6258 3.1536 0.4787 0.0000
5.50 0.60000002 0.6000 0.5213 3.6271 3.1553 0.4787 0.0000
5.50 0.61501569 0.6150 0.5277 3.6288 3.1664 0.4787 0.0000
5.50 0.63290912 0.6329 0.5412 3.6311 3.1744 0.4787 0.0000
5.50 0.64999998 0.6500 0.5534 3.6334 3.1833 0.4787 0.0000
5.50 0.65714222 0.6571 0.5556 3.6341 3.1885 0.4787 0.0000
5.50 0.67272049 0.6727 0.5668 3.6357 3.1940 0.4787 0.0000
5.50 0.68953419 0.6895 0.5779 3.6378 3.2018 0.4787 0.0000
5.50 0.69999999 0.7000 0.5845 3.6392 3.2073 0.4787 0.0000
5.50 0.72181147 0.7218 0.5993 3.6432 3.2220 0.4787 0.0000
5.50 0.75000000 0.7500 0.6196 3.6484 3.2391 0.4787 0.0000
5.50 0.76857293 0.7686 0.6321 3.6499 3.2433 0.4787 0.0000
5.50 0.79232824 0.7923 0.6472 3.6521 3.2501 0.4787 0.0000
5.50 0.80000001 0.8000 0.6519 3.6528 3.2524 0.4787 0.0000
5.50 0.82346678 0.8235 0.6671 3.6546 3.2572 0.4787 0.0000
5.50 0.85000002 0.8500 0.6842 3.6569 3.2626 0.4787 0.0000
5.50 0.87489760 0.8749 0.6992 3.6586 3.2674 0.4787 0.0000
5.50 0.89999998 0.9000 0.7149 3.6605 3.2716 0.4787 0.0000
5.50 0.93447107 0.9345 0.7348 3.6629 3.2775 0.4787 0.0000
5.50 0.94999999 0.9500 0.7432 3.6640 3.2806 0.4787 0.0000
5.50 0.95002437 0.9500 0.7432 3.6640 3.2806 0.4787 0.0000
5.50 0.99542493 0.9954 0.7702 3.6669 3.2855 0.4787 0.0000
5.50 1.00000000 1.0000 0.7724 3.6672 3.2866 0.4787 0.0000
5.50 1.00524974 1.0052 0.7750 3.6676 3.2875 0.4787 0.0000
5.50 1.04999995 1.0500 0.8001 3.6702 3.2919 0.4787 0.0000
5.50 1.09013712 1.0901 0.8217 3.6724 3.2954 0.4787 0.0000
5.50 1.10000002 1.1000 0.8272 3.6730 3.2961 0.4787 0.0000
5.50 1.12721431 1.1272 0.8406 3.6744 3.2990 0.4787 0.0000
5.50 1.14999998 1.1500 0.8529 3.6756 3.3001 0.4787 0.0000
5.50 1.18307936 1.1831 0.8691 3.6772 3.3027 0.4787 0.0000
5.50 1.20000005 1.2000 0.8777 3.6780 3.3036 0.4787 0.0000
5.50 1.22252119 1.2225 0.8881 3.6791 3.3054 0.4787 0.0000
5.50 1.25000000 1.2500 0.9007 3.6804 3.3076 0.4787 0.0000
5.50 1.25111544 1.2511 0.9012 3.6804 3.3077 0.4787 0.0000
5.50 1.29999995 1.3000 0.9248 3.6825 3.3092 0.4787 0.0000
5.50 1.34150445 1.3415 0.9425 3.6842 3.3120 0.4787 0.0000
5.50 1.35000002 1.3500 0.9464 3.6846 3.3122 0.4787 0.0000
