# log(age)    Mini       Mact  logl  logt  logg  Composition  Phase
5.50 0.09000000 0.0900 -0.9334 3.5345 3.4156 0.4787 0.0000
5.50 0.09992265 0.0999 -0.8573 3.5389 3.4024 0.4787 0.0000
5.50 0.10000000 0.1000 -0.8567 3.5389 3.4023 0.4787 0.0000
5.50 0.11237742 0.1124 -0.7548 3.5446 3.3736 0.4787 0.0000
5.50 0.12000000 0.1200 -0.7103 3.5472 3.3683 0.4787 0.0000
5.50 0.13711123 0.1371 -0.5929 3.5539 3.3354 0.4787 0.0000
5.50 0.14000000 0.1400 -0.5786 3.5548 3.3338 0.4787 0.0000
5.50 0.14883542 0.1488 -0.5258 3.5580 3.3206 0.4787 0.0000
5.50 0.16000000 0.1600 -0.4625 3.5619 3.3042 0.4787 0.0000
5.50 0.17781429 0.1778 -0.3693 3.5687 3.2841 0.4787 0.0000
5.50 0.20000000 0.2000 -0.2599 3.5766 3.2575 0.4787 0.0000
5.50 0.25000000 0.2500 -0.0473 3.5971 3.2234 0.4787 0.0000
5.50 0.30000001 0.3000 0.1397 3.6181 3.1999 0.4787 0.0000
5.50 0.34999999 0.3500 0.2886 3.6357 3.1882 0.4787 0.0000
5.50 0.40000001 0.4000 0.3998 3.6488 3.1874 0.4787 0.0000
5.50 0.44999999 0.4500 0.4755 3.6588 3.2030 0.4787 0.0000
5.50 0.46233004 0.4623 0.4764 3.6608 3.2215 0.4787 0.0000
5.50 0.50000000 0.5000 0.5179 3.6670 3.2391 0.4787 0.0000
5.50 0.50464308 0.5046 0.5123 3.6674 3.2503 0.4787 0.0000
5.50 0.51279092 0.5128 0.5101 3.6681 3.2624 0.4787 0.0000
5.50 0.52140099 0.5214 0.5190 3.6691 3.2648 0.4787 0.0000
5.50 0.53076398 0.5308 0.5321 3.6705 3.2649 0.4787 0.0000
5.50 0.54090303 0.5409 0.5411 3.6723 3.2710 0.4787 0.0000
5.50 0.55000001 0.5500 0.5432 3.6740 3.2830 0.4787 0.0000
5.50 0.55046284 0.5505 0.5431 3.6740 3.2837 0.4787 0.0000
5.50 0.56100392 0.5610 0.5486 3.6750 3.2902 0.4787 0.0000
5.50 0.57250488 0.5725 0.5590 3.6762 3.2937 0.4787 0.0000
5.50 0.58501136 0.5850 0.5668 3.6779 3.3018 0.4787 0.0000
5.50 0.59854257 0.5985 0.5735 3.6799 3.3130 0.4787 0.0000
5.50 0.60000002 0.6000 0.5743 3.6801 3.3142 0.4787 0.0000
5.50 0.60754371 0.6075 0.5794 3.6808 3.3173 0.4787 0.0000
5.50 0.62259460 0.6226 0.5903 3.6823 3.3231 0.4787 0.0000
5.50 0.63900203 0.6390 0.6008 3.6842 3.3314 0.4787 0.0000
5.50 0.64999998 0.6500 0.6074 3.6855 3.3377 0.4787 0.0000
5.50 0.65829861 0.6583 0.6126 3.6863 3.3412 0.4787 0.0000
5.50 0.68555123 0.6856 0.6315 3.6890 3.3505 0.4787 0.0000
5.50 0.69999999 0.7000 0.6413 3.6905 3.3556 0.4787 0.0000
5.50 0.71295220 0.7130 0.6512 3.6925 3.3619 0.4787 0.0000
