# log(age)    Mini       Mact  logl  logt  logg  Composition  Phase
    5.50    1.00000000   1.0000  -0.2130   3.7400   4.5617   0.0000   0.0000
    5.50    1.00999999   1.0100  -0.1911   3.7425   4.5543   0.0000   0.0000
    5.50    1.01999998   1.0200  -0.1694   3.7451   4.5470   0.0000   0.0000
    5.50    1.02999997   1.0300  -0.1480   3.7476   4.5397   0.0000   0.0000
    5.50    1.03999996   1.0400  -0.1267   3.7500   4.5325   0.0000   0.0000
    5.50    1.04999995   1.0500  -0.1056   3.7525   4.5254   0.0000   0.0000
    5.50    1.05999994   1.0600  -0.0848   3.7549   4.5183   0.0000   0.0000
    5.50    1.07000005   1.0700  -0.0641   3.7573   4.5113   0.0000   0.0000
    5.50    1.08000004   1.0800  -0.0437   3.7597   4.5044   0.0000   0.0000
    5.50    1.09000003   1.0900  -0.0234   3.7620   4.4976   0.0000   0.0000
    5.50    1.10000002   1.1000  -0.0033   3.7643   4.4908   0.0000   0.0000
    5.50    1.11000001   1.1100   0.0166   3.7667   4.4840   0.0000   0.0000
    5.50    1.12000000   1.1200   0.0364   3.7689   4.4773   0.0000   0.0000
    5.50    1.13000000   1.1300   0.0559   3.7712   4.4707   0.0000   0.0000
    5.50    1.13999999   1.1400   0.0753   3.7735   4.4642   0.0000   0.0000
    5.50    1.14999998   1.1500   0.0945   3.7757   4.4577   0.0000   0.0000
    5.50    1.15999997   1.1600   0.1136   3.7779   4.4512   0.0000   0.0000
    5.50    1.16999996   1.1700   0.1325   3.7801   4.4448   0.0000   0.0000
    5.50    1.17999995   1.1800   0.1512   3.7823   4.4385   0.0000   0.0000
    5.50    1.19000006   1.1900   0.1698   3.7844   4.4322   0.0000   0.0000
    5.50    1.20000005   1.2000   0.1882   3.7866   4.4260   0.0000   0.0000
    5.50    1.21000004   1.2100   0.2064   3.7887   4.4198   0.0000   0.0000
    5.50    1.22000003   1.2200   0.2245   3.7908   4.4137   0.0000   0.0000
    5.50    1.23000002   1.2300   0.2425   3.7929   4.4076   0.0000   0.0000
    5.50    1.24000001   1.2400   0.2603   3.7949   4.4016   0.0000   0.0000
    5.50    1.25000000   1.2500   0.2780   3.7970   4.3956   0.0000   0.0000
    5.50    1.25999999   1.2600   0.2938   3.7987   4.3899   0.0000   0.0000
    5.50    1.26999998   1.2700   0.3095   3.8003   4.3842   0.0000   0.0000
    5.50    1.27999997   1.2800   0.3251   3.8019   4.3786   0.0000   0.0000
    5.50    1.28999996   1.2900   0.3405   3.8036   4.3730   0.0000   0.0000
    5.50    1.29999995   1.3000   0.3559   3.8052   4.3675   0.0000   0.0000
    5.50    1.30999994   1.3100   0.3711   3.8068   4.3620   0.0000   0.0000
    5.50    1.32000005   1.3200   0.3862   3.8084   4.3565   0.0000   0.0000
    5.50    1.33000004   1.3300   0.4012   3.8099   4.3511   0.0000   0.0000
    5.50    1.34000003   1.3400   0.4160   3.8115   4.3457   0.0000   0.0000
    5.50    1.35000002   1.3500   0.4308   3.8130   4.3404   0.0000   0.0000
    5.50    1.36000001   1.3600   0.4455   3.8146   4.3351   0.0000   0.0000
    5.50    1.37000000   1.3700   0.4600   3.8161   4.3298   0.0000   0.0000
    5.50    1.38000000   1.3800   0.4744   3.8176   4.3246   0.0000   0.0000
    5.50    1.38999999   1.3900   0.4888   3.8191   4.3194   0.0000   0.0000
    5.50    1.39999998   1.4000   0.5030   3.8206   4.3143   0.0000   0.0000
    5.50    1.40999997   1.4100   0.5171   3.8221   4.3092   0.0000   0.0000
