# log(age)    Mini       Mact  logl  logt  logg  Composition  Phase
    5.50    1.00000000   1.0000  -0.0580   3.7790   4.5627   0.0000   0.0000
    5.50    1.00999999   1.0100  -0.0365   3.7815   4.5553   0.0000   0.0000
    5.50    1.01999998   1.0200  -0.0151   3.7839   4.5480   0.0000   0.0000
    5.50    1.02999997   1.0300   0.0060   3.7863   4.5407   0.0000   0.0000
    5.50    1.03999996   1.0400   0.0269   3.7887   4.5335   0.0000   0.0000
    5.50    1.04999995   1.0500   0.0476   3.7910   4.5264   0.0000   0.0000
    5.50    1.05999994   1.0600   0.0681   3.7934   4.5193   0.0000   0.0000
    5.50    1.07000005   1.0700   0.0884   3.7957   4.5123   0.0000   0.0000
    5.50    1.08000004   1.0800   0.1086   3.7980   4.5054   0.0000   0.0000
    5.50    1.09000003   1.0900   0.1285   3.8002   4.4986   0.0000   0.0000
    5.50    1.10000002   1.1000   0.1483   3.8025   4.4918   0.0000   0.0000
    5.50    1.11000001   1.1100   0.1679   3.8047   4.4850   0.0000   0.0000
    5.50    1.12000000   1.1200   0.1873   3.8069   4.4783   0.0000   0.0000
    5.50    1.13000000   1.1300   0.2065   3.8091   4.4717   0.0000   0.0000
    5.50    1.13999999   1.1400   0.2256   3.8113   4.4652   0.0000   0.0000
    5.50    1.14999998   1.1500   0.2445   3.8134   4.4587   0.0000   0.0000
    5.50    1.15999997   1.1600   0.2633   3.8156   4.4522   0.0000   0.0000
    5.50    1.16999996   1.1700   0.2818   3.8177   4.4458   0.0000   0.0000
    5.50    1.17999995   1.1800   0.3003   3.8198   4.4395   0.0000   0.0000
    5.50    1.19000006   1.1900   0.3185   3.8219   4.4332   0.0000   0.0000
    5.50    1.20000005   1.2000   0.3366   3.8239   4.4270   0.0000   0.0000
    5.50    1.21000004   1.2100   0.3546   3.8260   4.4208   0.0000   0.0000
    5.50    1.22000003   1.2200   0.3724   3.8280   4.4147   0.0000   0.0000
    5.50    1.23000002   1.2300   0.3901   3.8300   4.4086   0.0000   0.0000
    5.50    1.24000001   1.2400   0.4076   3.8320   4.4026   0.0000   0.0000
    5.50    1.25000000   1.2500   0.4250   3.8340   4.3966   0.0000   0.0000
    5.50    1.25999999   1.2600   0.4404   3.8370   4.3965   0.0000   0.0000
    5.50    1.26999998   1.2700   0.4557   3.8399   4.3965   0.0000   0.0000
    5.50    1.27999997   1.2800   0.4709   3.8428   4.3964   0.0000   0.0000
    5.50    1.28999996   1.2900   0.4860   3.8457   4.3963   0.0000   0.0000
    5.50    1.29999995   1.3000   0.5009   3.8486   4.3962   0.0000   0.0000
    5.50    1.30999994   1.3100   0.5158   3.8515   4.3961   0.0000   0.0000
    5.50    1.32000005   1.3200   0.5305   3.8543   4.3961   0.0000   0.0000
    5.50    1.33000004   1.3300   0.5451   3.8571   4.3960   0.0000   0.0000
    5.50    1.34000003   1.3400   0.5596   3.8599   4.3959   0.0000   0.0000
    5.50    1.35000002   1.3500   0.5740   3.8627   4.3958   0.0000   0.0000
    5.50    1.36000001   1.3600   0.5883   3.8655   4.3958   0.0000   0.0000
    5.50    1.37000000   1.3700   0.6025   3.8682   4.3957   0.0000   0.0000
    5.50    1.38000000   1.3800   0.6166   3.8709   4.3956   0.0000   0.0000
    5.50    1.38999999   1.3900   0.6305   3.8736   4.3956   0.0000   0.0000
    5.50    1.39999998   1.4000   0.6444   3.8763   4.3955   0.0000   0.0000
    5.50    1.40999997   1.4100   0.6582   3.8789   4.3954   0.0000   0.0000
    5.50    1.41999996   1.4200   0.6719   3.8816   4.3953   0.0000   0.0000
    5.50    1.42999995   1.4300   0.6855   3.8842   4.3953   0.0000   0.0000
    5.50    1.44000006   1.4400   0.6990   3.8868   4.3952   0.0000   0.0000
    5.50    1.45000005   1.4500   0.7124   3.8894   4.3951   0.0000   0.0000
    5.50    1.46000004   1.4600   0.7257   3.8919   4.3951   0.0000   0.0000
    5.50    1.47000003   1.4700   0.7389   3.8945   4.3950   0.0000   0.0000
    5.50    1.48000002   1.4800   0.7520   3.8970   4.3949   0.0000   0.0000
    5.50    1.49000001   1.4900   0.7650   3.8995   4.3949   0.0000   0.0000
    5.50    1.50000000   1.5000   0.7780   3.9020   4.3948   0.0000   0.0000
    5.50    1.50999999   1.5100   0.7904   3.9047   4.3959   0.0000   0.0000
    5.50    1.51999998   1.5200   0.8027   3.9073   4.3971   0.0000   0.0000
    5.50    1.52999997   1.5300   0.8149   3.9099   4.3982   0.0000   0.0000
    5.50    1.53999996   1.5400   0.8270   3.9125   4.3993   0.0000   0.0000
    5.50    1.54999995   1.5500   0.8390   3.9151   4.4004   0.0000   0.0000
    5.50    1.55999994   1.5600   0.8510   3.9177   4.4015   0.0000   0.0000
    5.50    1.57000005   1.5700   0.8629   3.9202   4.4026   0.0000   0.0000
    5.50    1.58000004   1.5800   0.8747   3.9228   4.4037   0.0000   0.0000
    5.50    1.59000003   1.5900   0.8865   3.9253   4.4047   0.0000   0.0000
    5.50    1.60000002   1.6000   0.8981   3.9278   4.4058   0.0000   0.0000
    5.50    1.61000001   1.6100   0.9097   3.9303   4.4069   0.0000   0.0000
    5.50    1.62000000   1.6200   0.9213   3.9327   4.4079   0.0000   0.0000
    5.50    1.63000000   1.6300   0.9327   3.9352   4.4090   0.0000   0.0000
    5.50    1.63999999   1.6400   0.9441   3.9376   4.4100   0.0000   0.0000
    5.50    1.64999998   1.6500   0.9554   3.9401   4.4111   0.0000   0.0000
    5.50    1.65999997   1.6600   0.9667   3.9425   4.4121   0.0000   0.0000
    5.50    1.66999996   1.6700   0.9779   3.9449   4.4131   0.0000   0.0000
    5.50    1.67999995   1.6800   0.9890   3.9473   4.4141   0.0000   0.0000
    5.50    1.69000006   1.6900   1.0000   3.9496   4.4151   0.0000   0.0000
    5.50    1.70000005   1.7000   1.0110   3.9520   4.4161   0.0000   0.0000
    5.50    1.71070004   1.7098   1.0210   3.9540   4.4167   0.0000   0.0000
    5.50    1.72140002   1.7205   1.0320   3.9562   4.4172   0.0000   0.0000
    5.50    1.73220003   1.7313   1.0428   3.9584   4.4178   0.0000   0.0000
    5.50    1.74290001   1.7420   1.0537   3.9606   4.4183   0.0000   0.0000
    5.50    1.75360000   1.7528   1.0644   3.9627   4.4189   0.0000   0.0000
    5.50    1.76429999   1.7635   1.0751   3.9649   4.4194   0.0000   0.0000
    5.50    1.77499998   1.7743   1.0857   3.9670   4.4200   0.0000   0.0000
    5.50    1.78579998   1.7850   1.0963   3.9691   4.4205   0.0000   0.0000
    5.50    1.79649997   1.7958   1.1068   3.9712   4.4211   0.0000   0.0000
    5.50    1.80719995   1.8065   1.1172   3.9733   4.4216   0.0000   0.0000
    5.50    1.81789994   1.8173   1.1276   3.9754   4.4221   0.0000   0.0000
    5.50    1.82869995   1.8281   1.1379   3.9775   4.4227   0.0000   0.0000
    5.50    1.83940005   1.8388   1.1482   3.9795   4.4232   0.0000   0.0000
    5.50    1.85010004   1.8496   1.1584   3.9816   4.4237   0.0000   0.0000
    5.50    1.86080003   1.8603   1.1685   3.9836   4.4242   0.0000   0.0000
    5.50    1.87150002   1.8711   1.1786   3.9856   4.4248   0.0000   0.0000
    5.50    1.88230002   1.8818   1.1886   3.9876   4.4253   0.0000   0.0000
    5.50    1.89310002   1.8927   1.1987   3.9897   4.4258   0.0000   0.0000
    5.50    1.90390003   1.9036   1.2087   3.9917   4.4263   0.0000   0.0000
    5.50    1.91489995   1.9146   1.2187   3.9937   4.4268   0.0000   0.0000
    5.50    1.92579997   1.9255   1.2287   3.9957   4.4273   0.0000   0.0000
    5.50    1.93680000   1.9366   1.2387   3.9977   4.4278   0.0000   0.0000
    5.50    1.94790006   1.9477   1.2487   3.9997   4.4284   0.0000   0.0000
    5.50    1.95899999   1.9589   1.2587   4.0017   4.4289   0.0000   0.0000
    5.50    1.97029996   1.9702   1.2688   4.0037   4.4294   0.0000   0.0000
    5.50    1.98160005   1.9815   1.2788   4.0057   4.4299   0.0000   0.0000
    5.50    1.99300003   1.9929   1.2888   4.0078   4.4304   0.0000   0.0000
    5.50    2.00460005   2.0046   1.2988   4.0097   4.4307   0.0000   0.0000
    5.50    2.01659989   2.0166   1.3089   4.0116   4.4308   0.0000   0.0000
    5.50    2.02870011   2.0287   1.3190   4.0135   4.4309   0.0000   0.0000
    5.50    2.04089999   2.0409   1.3290   4.0154   4.4309   0.0000   0.0000
    5.50    2.05310011   2.0531   1.3391   4.0172   4.4310   0.0000   0.0000
    5.50    2.06550002   2.0655   1.3491   4.0191   4.4310   0.0000   0.0000
    5.50    2.07789993   2.0779   1.3592   4.0210   4.4311   0.0000   0.0000
    5.50    2.09039998   2.0904   1.3693   4.0229   4.4311   0.0000   0.0000
    5.50    2.10290003   2.1029   1.3793   4.0247   4.4312   0.0000   0.0000
    5.50    2.11549997   2.1155   1.3893   4.0266   4.4312   0.0000   0.0000
    5.50    2.12820005   2.1282   1.3994   4.0285   4.4313   0.0000   0.0000
    5.50    2.14100003   2.1410   1.4095   4.0304   4.4313   0.0000   0.0000
    5.50    2.15380001   2.1538   1.4195   4.0322   4.4314   0.0000   0.0000
    5.50    2.16680002   2.1668   1.4296   4.0341   4.4314   0.0000   0.0000
    5.50    2.17969990   2.1797   1.4396   4.0360   4.4315   0.0000   0.0000
    5.50    2.19280005   2.1928   1.4497   4.0379   4.4315   0.0000   0.0000
    5.50    2.20600009   2.2060   1.4598   4.0398   4.4316   0.0000   0.0000
    5.50    2.21930003   2.2193   1.4698   4.0416   4.4316   0.0000   0.0000
    5.50    2.23259997   2.2326   1.4799   4.0435   4.4317   0.0000   0.0000
    5.50    2.24589992   2.2459   1.4899   4.0454   4.4317   0.0000   0.0000
    5.50    2.25939989   2.2594   1.5000   4.0473   4.4318   0.0000   0.0000
    5.50    2.27300000   2.2730   1.5101   4.0491   4.4318   0.0000   0.0000
    5.50    2.28660011   2.2866   1.5201   4.0510   4.4319   0.0000   0.0000
    5.50    2.30040002   2.3004   1.5302   4.0529   4.4319   0.0000   0.0000
    5.50    2.31410003   2.3141   1.5402   4.0548   4.4320   0.0000   0.0000
    5.50    2.32800007   2.3280   1.5502   4.0566   4.4320   0.0000   0.0000
    5.50    2.34209991   2.3421   1.5603   4.0585   4.4321   0.0000   0.0000
    5.50    2.35610008   2.3561   1.5704   4.0604   4.4321   0.0000   0.0000
    5.50    2.37030005   2.3703   1.5804   4.0623   4.4322   0.0000   0.0000
    5.50    2.38439989   2.3844   1.5905   4.0642   4.4322   0.0000   0.0000
    5.50    2.39870000   2.3987   1.6005   4.0660   4.4323   0.0000   0.0000
    5.50    2.41319990   2.4132   1.6106   4.0679   4.4323   0.0000   0.0000
    5.50    2.42759991   2.4276   1.6206   4.0698   4.4324   0.0000   0.0000
    5.50    2.44219995   2.4422   1.6307   4.0717   4.4324   0.0000   0.0000
    5.50    2.45679998   2.4568   1.6407   4.0735   4.4325   0.0000   0.0000
    5.50    2.47160006   2.4716   1.6508   4.0754   4.4325   0.0000   0.0000
    5.50    2.48639989   2.4864   1.6609   4.0773   4.4326   0.0000   0.0000
    5.50    2.50130010   2.5013   1.6709   4.0792   4.4326   0.0000   0.0000
    5.50    2.51670003   2.5167   1.6809   4.0809   4.4322   0.0000   0.0000
    5.50    2.53220010   2.5322   1.6910   4.0826   4.4318   0.0000   0.0000
    5.50    2.54769993   2.5477   1.7010   4.0844   4.4314   0.0000   0.0000
    5.50    2.56329989   2.5633   1.7110   4.0861   4.4310   0.0000   0.0000
    5.50    2.57909989   2.5791   1.7211   4.0879   4.4306   0.0000   0.0000
    5.50    2.59489989   2.5949   1.7311   4.0896   4.4302   0.0000   0.0000
    5.50    2.61089993   2.6109   1.7412   4.0914   4.4298   0.0000   0.0000
    5.50    2.62700009   2.6270   1.7513   4.0931   4.4294   0.0000   0.0000
    5.50    2.64310002   2.6431   1.7613   4.0949   4.4290   0.0000   0.0000
    5.50    2.65939999   2.6594   1.7714   4.0966   4.4286   0.0000   0.0000
    5.50    2.67569995   2.6757   1.7814   4.0984   4.4282   0.0000   0.0000
    5.50    2.69210005   2.6921   1.7914   4.1001   4.4278   0.0000   0.0000
    5.50    2.70880008   2.7088   1.8015   4.1019   4.4274   0.0000   0.0000
    5.50    2.72539997   2.7254   1.8115   4.1036   4.4270   0.0000   0.0000
    5.50    2.74210000   2.7421   1.8216   4.1054   4.4266   0.0000   0.0000
    5.50    2.75889993   2.7589   1.8316   4.1071   4.4263   0.0000   0.0000
    5.50    2.77589989   2.7759   1.8417   4.1089   4.4259   0.0000   0.0000
    5.50    2.79299998   2.7930   1.8517   4.1106   4.4255   0.0000   0.0000
    5.50    2.81010008   2.8101   1.8618   4.1123   4.4251   0.0000   0.0000
    5.50    2.82739997   2.8274   1.8718   4.1141   4.4247   0.0000   0.0000
    5.50    2.84480000   2.8448   1.8819   4.1159   4.4243   0.0000   0.0000
    5.50    2.86229992   2.8623   1.8919   4.1176   4.4239   0.0000   0.0000
    5.50    2.87989998   2.8799   1.9020   4.1193   4.4235   0.0000   0.0000
    5.50    2.89759994   2.8976   1.9120   4.1211   4.4231   0.0000   0.0000
    5.50    2.91540003   2.9154   1.9221   4.1228   4.4227   0.0000   0.0000
    5.50    2.93339992   2.9334   1.9322   4.1246   4.4223   0.0000   0.0000
    5.50    2.95129991   2.9513   1.9422   4.1263   4.4219   0.0000   0.0000
    5.50    2.96950006   2.9695   1.9522   4.1281   4.4215   0.0000   0.0000
    5.50    2.98769999   2.9877   1.9622   4.1298   4.4211   0.0000   0.0000
    5.50    3.00620008   3.0062   1.9723   4.1315   4.4206   0.0000   0.0000
    5.50    3.02509999   3.0251   1.9824   4.1332   4.4199   0.0000   0.0000
    5.50    3.04399991   3.0440   1.9924   4.1348   4.4191   0.0000   0.0000
    5.50    3.06310010   3.0631   2.0024   4.1365   4.4184   0.0000   0.0000
    5.50    3.08240008   3.0824   2.0125   4.1382   4.4177   0.0000   0.0000
    5.50    3.10170007   3.1017   2.0225   4.1398   4.4170   0.0000   0.0000
    5.50    3.12120008   3.1212   2.0326   4.1415   4.4163   0.0000   0.0000
    5.50    3.14080000   3.1408   2.0427   4.1431   4.4155   0.0000   0.0000
    5.50    3.16050005   3.1605   2.0527   4.1448   4.4148   0.0000   0.0000
    5.50    3.18039989   3.1804   2.0628   4.1464   4.4141   0.0000   0.0000
    5.50    3.20020008   3.2002   2.0728   4.1481   4.4134   0.0000   0.0000
    5.50    3.22029996   3.2203   2.0828   4.1497   4.4127   0.0000   0.0000
    5.50    3.24060011   3.2406   2.0929   4.1514   4.4120   0.0000   0.0000
    5.50    3.26079988   3.2608   2.1029   4.1530   4.4112   0.0000   0.0000
    5.50    3.28130007   3.2813   2.1129   4.1547   4.4105   0.0000   0.0000
    5.50    3.30200005   3.3020   2.1230   4.1563   4.4098   0.0000   0.0000
    5.50    3.32270002   3.3227   2.1331   4.1580   4.4091   0.0000   0.0000
    5.50    3.34349990   3.3435   2.1431   4.1596   4.4084   0.0000   0.0000
    5.50    3.36459994   3.3646   2.1532   4.1613   4.4076   0.0000   0.0000
    5.50    3.38569999   3.3857   2.1632   4.1630   4.4069   0.0000   0.0000
    5.50    3.40700006   3.4070   2.1733   4.1646   4.4062   0.0000   0.0000
    5.50    3.42829990   3.4283   2.1833   4.1663   4.4055   0.0000   0.0000
    5.50    3.44980001   3.4498   2.1934   4.1679   4.4048   0.0000   0.0000
