# log(age)    Mini       Mact  logl  logt  logg  Composition  Phase
    5.50    1.00000000   1.0000   0.0740   3.8010   4.5187   0.0000   0.0000
    5.50    1.00999999   1.0100   0.0943   3.8038   4.5138   0.0000   0.0000
    5.50    1.01999998   1.0200   0.1144   3.8065   4.5089   0.0000   0.0000
    5.50    1.02999997   1.0300   0.1343   3.8092   4.5041   0.0000   0.0000
    5.50    1.03999996   1.0400   0.1540   3.8119   4.4994   0.0000   0.0000
    5.50    1.04999995   1.0500   0.1735   3.8146   4.4946   0.0000   0.0000
    5.50    1.05999994   1.0600   0.1928   3.8172   4.4900   0.0000   0.0000
    5.50    1.07000005   1.0700   0.2120   3.8198   4.4853   0.0000   0.0000
    5.50    1.08000004   1.0800   0.2309   3.8224   4.4807   0.0000   0.0000
    5.50    1.09000003   1.0900   0.2497   3.8249   4.4762   0.0000   0.0000
    5.50    1.10000002   1.1000   0.2683   3.8275   4.4717   0.0000   0.0000
    5.50    1.11000001   1.1100   0.2868   3.8300   4.4672   0.0000   0.0000
    5.50    1.12000000   1.1200   0.3051   3.8325   4.4628   0.0000   0.0000
    5.50    1.13000000   1.1300   0.3232   3.8350   4.4584   0.0000   0.0000
    5.50    1.13999999   1.1400   0.3412   3.8374   4.4541   0.0000   0.0000
    5.50    1.14999998   1.1500   0.3590   3.8398   4.4497   0.0000   0.0000
    5.50    1.15999997   1.1600   0.3766   3.8422   4.4455   0.0000   0.0000
    5.50    1.16999996   1.1700   0.3941   3.8446   4.4412   0.0000   0.0000
    5.50    1.17999995   1.1800   0.4115   3.8470   4.4370   0.0000   0.0000
    5.50    1.19000006   1.1900   0.4287   3.8493   4.4329   0.0000   0.0000
    5.50    1.20000005   1.2000   0.4458   3.8517   4.4287   0.0000   0.0000
    5.50    1.21000004   1.2100   0.4627   3.8540   4.4247   0.0000   0.0000
    5.50    1.22000003   1.2200   0.4795   3.8563   4.4206   0.0000   0.0000
    5.50    1.23000002   1.2300   0.4961   3.8585   4.4166   0.0000   0.0000
    5.50    1.24000001   1.2400   0.5126   3.8608   4.4126   0.0000   0.0000
    5.50    1.25000000   1.2500   0.5290   3.8630   4.4086   0.0000   0.0000
    5.50    1.25999999   1.2600   0.5444   3.8664   4.4103   0.0000   0.0000
    5.50    1.26999998   1.2700   0.5596   3.8698   4.4120   0.0000   0.0000
    5.50    1.27999997   1.2800   0.5748   3.8731   4.4137   0.0000   0.0000
    5.50    1.28999996   1.2900   0.5898   3.8765   4.4154   0.0000   0.0000
    5.50    1.29999995   1.3000   0.6047   3.8798   4.4170   0.0000   0.0000
    5.50    1.30999994   1.3100   0.6195   3.8831   4.4187   0.0000   0.0000
    5.50    1.32000005   1.3200   0.6342   3.8863   4.4203   0.0000   0.0000
    5.50    1.33000004   1.3300   0.6488   3.8895   4.4219   0.0000   0.0000
    5.50    1.34000003   1.3400   0.6632   3.8927   4.4236   0.0000   0.0000
    5.50    1.35000002   1.3500   0.6776   3.8959   4.4251   0.0000   0.0000
    5.50    1.36000001   1.3600   0.6918   3.8991   4.4267   0.0000   0.0000
    5.50    1.37000000   1.3700   0.7060   3.9022   4.4283   0.0000   0.0000
    5.50    1.38000000   1.3800   0.7200   3.9053   4.4299   0.0000   0.0000
    5.50    1.38999999   1.3900   0.7340   3.9084   4.4314   0.0000   0.0000
    5.50    1.39999998   1.4000   0.7478   3.9115   4.4330   0.0000   0.0000
    5.50    1.40999997   1.4100   0.7615   3.9145   4.4345   0.0000   0.0000
    5.50    1.41999996   1.4200   0.7752   3.9176   4.4360   0.0000   0.0000
