# log(age)    Mini       Mact  logl  logt  logg  Composition  Phase
    5.50    1.00000000   1.0000   0.1500   3.8270   4.5467   0.0000   0.0000
    5.50    1.00999999   1.0100   0.1690   3.8305   4.5461   0.0000   0.0000
    5.50    1.01999998   1.0200   0.1878   3.8340   4.5455   0.0000   0.0000
    5.50    1.02999997   1.0300   0.2064   3.8375   4.5450   0.0000   0.0000
    5.50    1.03999996   1.0400   0.2249   3.8409   4.5444   0.0000   0.0000
    5.50    1.04999995   1.0500   0.2431   3.8443   4.5438   0.0000   0.0000
    5.50    1.05999994   1.0600   0.2612   3.8476   4.5433   0.0000   0.0000
    5.50    1.07000005   1.0700   0.2792   3.8510   4.5427   0.0000   0.0000
    5.50    1.08000004   1.0800   0.2969   3.8542   4.5422   0.0000   0.0000
    5.50    1.09000003   1.0900   0.3145   3.8575   4.5416   0.0000   0.0000
    5.50    1.10000002   1.1000   0.3320   3.8607   4.5411   0.0000   0.0000
    5.50    1.11000001   1.1100   0.3492   3.8639   4.5406   0.0000   0.0000
    5.50    1.12000000   1.1200   0.3664   3.8671   4.5401   0.0000   0.0000
    5.50    1.13000000   1.1300   0.3833   3.8703   4.5395   0.0000   0.0000
    5.50    1.13999999   1.1400   0.4001   3.8734   4.5390   0.0000   0.0000
    5.50    1.14999998   1.1500   0.4168   3.8765   4.5385   0.0000   0.0000
    5.50    1.15999997   1.1600   0.4333   3.8795   4.5380   0.0000   0.0000
    5.50    1.16999996   1.1700   0.4497   3.8826   4.5375   0.0000   0.0000
    5.50    1.17999995   1.1800   0.4660   3.8856   4.5370   0.0000   0.0000
    5.50    1.19000006   1.1900   0.4821   3.8886   4.5365   0.0000   0.0000
    5.50    1.20000005   1.2000   0.4981   3.8915   4.5360   0.0000   0.0000
    5.50    1.21000004   1.2100   0.5139   3.8945   4.5355   0.0000   0.0000
    5.50    1.22000003   1.2200   0.5296   3.8974   4.5350   0.0000   0.0000
    5.50    1.23000002   1.2300   0.5452   3.9003   4.5346   0.0000   0.0000
    5.50    1.24000001   1.2400   0.5607   3.9032   4.5341   0.0000   0.0000
    5.50    1.25000000   1.2500   0.5760   3.9060   4.5336   0.0000   0.0000
    5.50    1.25999999   1.2600   0.5909   3.9093   4.5353   0.0000   0.0000
    5.50    1.26999998   1.2700   0.6056   3.9125   4.5370   0.0000   0.0000
    5.50    1.27999997   1.2800   0.6202   3.9158   4.5387   0.0000   0.0000
    5.50    1.28999996   1.2900   0.6347   3.9190   4.5404   0.0000   0.0000
    5.50    1.29999995   1.3000   0.6491   3.9221   4.5420   0.0000   0.0000
    5.50    1.30999994   1.3100   0.6634   3.9253   4.5437   0.0000   0.0000
    5.50    1.32000005   1.3200   0.6776   3.9284   4.5453   0.0000   0.0000
    5.50    1.33000004   1.3300   0.6917   3.9315   4.5469   0.0000   0.0000
    5.50    1.34000003   1.3400   0.7057   3.9346   4.5486   0.0000   0.0000
    5.50    1.35000002   1.3500   0.7195   3.9377   4.5501   0.0000   0.0000
    5.50    1.36000001   1.3600   0.7333   3.9407   4.5517   0.0000   0.0000
    5.50    1.37000000   1.3700   0.7469   3.9437   4.5533   0.0000   0.0000
    5.50    1.38000000   1.3800   0.7605   3.9467   4.5549   0.0000   0.0000
    5.50    1.38999999   1.3900   0.7740   3.9497   4.5564   0.0000   0.0000
    5.50    1.39999998   1.4000   0.7873   3.9526   4.5580   0.0000   0.0000
    5.50    1.40999997   1.4100   0.8006   3.9555   4.5595   0.0000   0.0000
    5.50    1.41999996   1.4200   0.8138   3.9585   4.5610   0.0000   0.0000
    5.50    1.42999995   1.4300   0.8269   3.9613   4.5625   0.0000   0.0000
    5.50    1.44000006   1.4400   0.8399   3.9642   4.5640   0.0000   0.0000
    5.50    1.45000005   1.4500   0.8528   3.9671   4.5655   0.0000   0.0000
    5.50    1.46000004   1.4600   0.8656   3.9699   4.5670   0.0000   0.0000
    5.50    1.47000003   1.4700   0.8783   3.9727   4.5684   0.0000   0.0000
    5.50    1.48000002   1.4800   0.8910   3.9755   4.5699   0.0000   0.0000
    5.50    1.49000001   1.4900   0.9035   3.9782   4.5714   0.0000   0.0000
    5.50    1.50000000   1.5000   0.9160   3.9810   4.5728   0.0000   0.0000
    5.50    1.50999999   1.5100   0.9277   3.9835   4.5742   0.0000   0.0000
    5.50    1.51999998   1.5200   0.9393   3.9861   4.5756   0.0000   0.0000
    5.50    1.52999997   1.5300   0.9508   3.9886   4.5770   0.0000   0.0000
    5.50    1.53999996   1.5400   0.9623   3.9911   4.5783   0.0000   0.0000
    5.50    1.54999995   1.5500   0.9736   3.9936   4.5797   0.0000   0.0000
    5.50    1.55999994   1.5600   0.9849   3.9960   4.5810   0.0000   0.0000
    5.50    1.57000005   1.5700   0.9962   3.9985   4.5824   0.0000   0.0000
    5.50    1.58000004   1.5800   1.0073   4.0009   4.5837   0.0000   0.0000
    5.50    1.59000003   1.5900   1.0184   4.0033   4.5851   0.0000   0.0000
    5.50    1.60000002   1.6000   1.0294   4.0058   4.5864   0.0000   0.0000
    5.50    1.61000001   1.6100   1.0404   4.0081   4.5877   0.0000   0.0000
    5.50    1.62000000   1.6200   1.0513   4.0105   4.5890   0.0000   0.0000
    5.50    1.63000000   1.6300   1.0621   4.0129   4.5903   0.0000   0.0000
    5.50    1.63999999   1.6400   1.0728   4.0152   4.5916   0.0000   0.0000
    5.50    1.64999998   1.6500   1.0835   4.0176   4.5929   0.0000   0.0000
    5.50    1.65999997   1.6600   1.0941   4.0199   4.5941   0.0000   0.0000
    5.50    1.66999996   1.6700   1.1047   4.0222   4.5954   0.0000   0.0000
    5.50    1.67999995   1.6800   1.1152   4.0245   4.5967   0.0000   0.0000
    5.50    1.69000006   1.6900   1.1256   4.0267   4.5979   0.0000   0.0000
    5.50    1.70000005   1.7000   1.1360   4.0290   4.5991   0.0000   0.0000
    5.50    1.71070004   1.7098   1.1457   4.0310   4.6000   0.0000   0.0000
    5.50    1.72140002   1.7205   1.1563   4.0332   4.6009   0.0000   0.0000
    5.50    1.73220003   1.7313   1.1668   4.0354   4.6018   0.0000   0.0000
    5.50    1.74290001   1.7420   1.1773   4.0376   4.6027   0.0000   0.0000
    5.50    1.75360000   1.7528   1.1877   4.0397   4.6036   0.0000   0.0000
    5.50    1.76429999   1.7635   1.1981   4.0419   4.6045   0.0000   0.0000
    5.50    1.77499998   1.7743   1.2084   4.0440   4.6054   0.0000   0.0000
    5.50    1.78579998   1.7850   1.2186   4.0461   4.6062   0.0000   0.0000
    5.50    1.79649997   1.7958   1.2288   4.0482   4.6071   0.0000   0.0000
