# lambda (um), Umin,min, Umin,max for Umin=0.10, 0.15,...25.0
# dust emission spectra are in units of Lnu (specifically, Jy cm2 sr-1 H-1); 3.3um PAH reduced by 50%
    1.0000  1.4075252E-20  2.4152190E-19  2.1598137E-20  3.5364031E-19  2.8960569E-20  4.6317565E-19  4.3274587E-20  6.7717896E-19  5.8630077E-20  8.8631389E-19  7.4195891E-20  1.0913742E-18  1.0323688E-19  1.4925464E-18  1.1724216E-19  1.6901552E-18  1.4535284E-19  2.0804023E-18  1.7416299E-19  2.4646918E-18  2.1737927E-19  3.0326836E-18  2.8980567E-19  3.9601230E-18  3.6263210E-19  4.8676787E-18  4.3555852E-19  5.7623292E-18  5.8111134E-19  7.5158731E-18  7.2656417E-19  9.2326376E-18  1.0173698E-18  1.2580726E-17  1.1624227E-18  1.4228986E-17  1.7426299E-18  2.0633074E-17  2.1787925E-18  2.5309535E-17  2.9060462E-18  3.2904791E-17  3.6323105E-18  4.0321316E-17
    1.0090  1.7603185E-20  3.0138530E-19  2.6975042E-20  4.4128664E-19  3.6166437E-20  5.7800527E-19  5.4108359E-20  8.4507599E-19  7.3331791E-20  1.1056790E-18  9.2815552E-20  1.3622079E-18  1.2902242E-19  1.8623184E-18  1.4662563E-19  2.1088970E-18  1.8163218E-19  2.5960838E-18  2.1763817E-19  3.0753140E-18  2.7164828E-19  3.7832185E-18  3.6206435E-19  4.9405153E-18  4.5298044E-19  6.0729301E-18  5.4399652E-19  7.1884419E-18  7.2572867E-19  9.3757134E-18  9.0746087E-19  1.1513212E-17  1.2702253E-18  1.5698778E-17  1.4512574E-18  1.7746785E-17  2.1773817E-18  2.5739869E-17  2.7214827E-18  3.1565599E-17  3.6296330E-18  4.1049662E-17  4.5367937E-18  5.0295020E-17
    1.0190  2.2940849E-20  3.9194392E-19  3.5101548E-20  5.7392608E-19  4.7071766E-20  7.5172582E-19  7.0491324E-20  1.0990596E-18  9.5572429E-20  1.4385264E-18  1.2100386E-19  1.7710200E-18  1.6810607E-19  2.4220607E-18  1.9090695E-19  2.7426050E-18  2.3640884E-19  3.3747240E-18  2.8331016E-19  3.9978876E-18  3.5371323E-19  4.9186930E-18  4.7141768E-19  6.4228279E-18  5.8972208E-19  7.8950841E-18  7.0802649E-19  9.3454394E-18  9.4453531E-19  1.2184404E-17  1.1810441E-18  1.4971600E-17  1.6530618E-18  2.0406579E-17  1.8890706E-18  2.3074294E-17  2.8331017E-18  3.3456246E-17  3.5421326E-18  4.1031149E-17  4.7241654E-18  5.3353864E-17  5.9042097E-18  6.5377901E-17
    1.0280  3.0858713E-20  5.2640606E-19  4.7178346E-20  7.7077057E-19  6.3257494E-20  1.0095532E-18  9.4824883E-20  1.4759530E-18  1.2859386E-19  1.9313869E-18  1.6279318E-19  2.3778479E-18  2.2619112E-19  3.2518248E-18  2.5668986E-19  3.6823376E-18  3.1788745E-19  4.5313947E-18  3.8098450E-19  5.3684969E-18  4.7548120E-19  6.6042125E-18  6.3377493E-19  8.6241991E-18  7.9266867E-19  1.0603310E-17  9.5166240E-19  1.2546522E-17  1.2689499E-18  1.6363206E-17  1.5869373E-18  2.0100127E-17  2.2219124E-18  2.7394564E-17  2.5388996E-18  3.0972018E-17  3.8078449E-18  4.4912933E-17  4.7608120E-18  5.5087079E-17  6.3487378E-18  7.1618555E-17  7.9346754E-18  8.7761388E-17
    1.0380  4.1176295E-20  7.0156331E-19  6.2894730E-20  1.0273079E-18  8.4342663E-20  1.3454709E-18  1.2648761E-19  1.9668328E-18  1.7158417E-19  2.5732292E-18  2.1708107E-19  3.1686533E-18  3.0167419E-19  4.3335583E-18  3.4237055E-19  4.9060355E-18  4.2396331E-19  6.0380227E-18  5.0805552E-19  7.1530559E-18  6.3424497E-19  8.7996690E-18  8.4522664E-19  1.1489488E-17  1.0574083E-18  1.4122435E-17  1.2688899E-18  1.6715484E-17  1.6928532E-18  2.1801851E-17  2.1158168E-18  2.6778460E-17  2.9617431E-18  3.6502289E-17  3.3847064E-18  4.1259438E-17  5.0775551E-18  5.9839192E-17  6.3474498E-18  7.3382474E-17  8.4642555E-18  9.5412564E-17  1.0584071E-17  1.1688404E-16
    1.0470  5.0164084E-20  8.5382415E-19  7.6581422E-20  1.2502504E-18  1.0268824E-19  1.6373956E-18  1.5408095E-19  2.3937226E-18  2.0887531E-19  3.1320851E-18  2.6427001E-19  3.8564757E-18  3.6715875E-19  5.2733145E-18  4.1685286E-19  5.9707592E-18  5.1614121E-19  7.3486825E-18  6.1852901E-19  8.7056524E-18  7.7221182E-19  1.0706171E-17  1.0288824E-18  1.3978838E-17  1.2873530E-18  1.7191634E-17  1.5448236E-18  2.0344537E-17  2.0607648E-18  2.6530612E-17  2.5757060E-18  3.2586932E-17  3.6055885E-18  4.4420204E-17  4.1205295E-18  5.0217083E-17  6.1812899E-18  7.2815763E-17  7.7281185E-18  8.9298270E-17  1.0308813E-17  1.1613707E-16  1.2883518E-17  1.4227729E-16
    1.0570  5.1701586E-20  8.7947993E-19  7.8887679E-20  1.2871856E-18  1.0578325E-19  1.6863107E-18  1.5867342E-19  2.4655981E-18  2.1496529E-19  3.2259219E-18  2.7195752E-19  3.9722743E-18  3.7794125E-19  5.4320388E-18  4.2913287E-19  6.1504473E-18  5.3151622E-19  7.5692965E-18  6.3699902E-19  8.9671954E-18  7.9527440E-19  1.1035610E-17  1.0598325E-18  1.4408102E-17  1.3252906E-18  1.7700729E-17  1.5907488E-18  2.0953464E-17  2.1216649E-18  2.7329210E-17  2.6525811E-18  3.3575208E-17  3.7134135E-18  4.5757855E-17  4.2443299E-18  5.1724421E-17  6.3659903E-18  7.5011881E-17  7.9587431E-18  9.1993509E-17  1.0608313E-17  1.1963087E-16  1.3262894E-17  1.4656968E-16
    1.0670  4.6039044E-20  7.8303486E-19  7.0213869E-20  1.1461196E-18  9.4118168E-20  1.5012241E-18  1.4126576E-19  2.1944713E-18  1.9115509E-19  2.8717558E-18  2.4164482E-19  3.5360697E-18  3.3592345E-19  4.8367583E-18  3.8161254E-19  5.4761288E-18  4.7289078E-19  6.7399057E-18  5.6676849E-19  7.9847306E-18  7.0763621E-19  9.8230370E-18  9.4308164E-19  1.2827354E-17  1.1792271E-18  1.5769808E-17  1.4156725E-18  1.8662373E-17  1.8885631E-18  2.4337784E-17  2.3604542E-18  2.9893457E-17  3.3052359E-18  4.0745455E-17  3.7761262E-18  4.6061711E-17  5.6646850E-18  6.6797938E-17  7.0823618E-18  8.1918667E-17  9.4438044E-18  1.0652456E-16  1.1802258E-17  1.3046195E-16
    1.0760  3.8696718E-20  6.5819361E-19  5.9010386E-20  9.6365921E-19  7.9073516E-20  1.2621450E-18  1.1865875E-19  1.8453556E-18  1.6044577E-19  2.4146037E-18  2.0263314E-19  2.9728824E-18  2.8190719E-19  4.0665018E-18  3.2029392E-19  4.6048384E-18  3.9716757E-19  5.6665470E-18  4.7604058E-19  6.7133060E-18  5.9430135E-19  8.2595134E-18  7.9213514E-19  1.0786669E-17  9.9066883E-19  1.3258965E-17  1.1896027E-18  1.5691373E-17  1.5864703E-18  2.0466480E-17  1.9833378E-18  2.5141852E-17  2.7760729E-18  3.4263264E-17  3.1729405E-18  3.8739227E-17  4.7594058E-18  5.6174332E-17  5.9500135E-18  6.8894232E-17  7.9333387E-18  8.9578777E-17  9.9156762E-18  1.0975485E-16
    1.0860  3.2804090E-20  5.5804706E-19  5.0006448E-20  8.1699094E-19  6.6998256E-20  1.0700554E-18  1.0045083E-19  1.5642244E-18  1.3573522E-19  2.0474321E-18  1.7131999E-19  2.5206708E-18  2.3848876E-19  3.4482114E-18  2.7107288E-19  3.9045096E-18  3.3634128E-19  4.8051414E-18  4.0320901E-19  5.6928253E-18  5.0336189E-19  7.0039227E-18  6.7088256E-19  9.1458962E-18  8.3910318E-19  1.1238012E-17  1.0075238E-18  1.3310244E-17  1.3433651E-18  1.7355005E-17  1.6802063E-18  2.1320038E-17  2.3518889E-18  2.9060787E-17  2.6877303E-18  3.2856421E-17  4.0310902E-18  4.7650252E-17  5.0396190E-18  5.8439225E-17  6.7208123E-18  7.5982257E-17  8.4000191E-18  9.3106834E-17
