#  log(age)     mini          mact           logl     logt  phase
    6.6000    0.1500000060    0.1500000000   -2.3438    3.5777   0.0
    6.6000    0.2000000030    0.2000000000   -2.0604    3.5999   0.0
    6.6000    0.2500000000    0.2500000000   -1.8709    3.6112   0.0
    6.6000    0.3000000119    0.3000000000   -1.7223    3.6198   0.0
    6.6000    0.3499999940    0.3500000000   -1.5988    3.6272   0.0
    6.6000    0.4000000060    0.4000000000   -1.4513    3.6347   0.0
    6.6000    0.4499999881    0.4500000000   -1.3248    3.6435   0.0
    6.6000    0.5000000000    0.5000000000   -1.1882    3.6540   0.0
    6.6000    0.5500000119    0.5500000000   -1.0369    3.6694   0.0
    6.6000    0.6000000238    0.6000000000   -0.8790    3.6889   0.0
    6.6000    0.6999999881    0.7000000000   -0.5702    3.7336   0.0
    6.6000    0.8000000119    0.8000000000   -0.2946    3.7734   0.0
    6.6000    0.8999999762    0.9000000000   -0.0489    3.8039   0.0
    6.6000    1.0000000000    1.0000000000    0.1620    3.8313   0.0
    6.6000    1.1000000238    1.1000000000    0.3578    3.8584   0.0
    6.6000    1.2000000477    1.2000000000    0.5294    3.8939   0.0
    6.6000    1.2999999523    1.3000000000    0.6865    3.9300   0.0
    6.6000    1.3999999762    1.4000000000    0.8243    3.9617   0.0
    6.6000    1.5000000000    1.5000000000    0.9572    3.9908   0.0
    6.6000    1.6000000238    1.6000000000    1.0709    4.0166   0.0
    6.6000    1.6499999762    1.6500000000    1.1298    4.0280   0.0
    6.6000    1.7000000477    1.7000000000    1.1801    4.0398   0.0
    6.6000    1.7500000000    1.7500000000    1.2317    4.0501   0.0
    6.6000    1.7999999523    1.8000000000    1.2752    4.0612   0.0
    6.6000    1.8999999762    1.9000000000    1.3671    4.0803   0.0
    6.6000    2.0000000000    2.0000000000    1.4526    4.0975   0.0
    6.6000    2.2000000477    2.2000000000    1.6034    4.1264   0.0
    6.6000    2.5000000000    2.5000000000    1.8031    4.1632   0.0
    6.6000    3.0000000000    3.0000000000    2.0756    4.2084   0.0
    6.6000    3.5000000000    3.5000000000    2.3013    4.2436   0.0
    6.6000    4.0000000000    4.0000000000    2.4913    4.2719   0.0
    6.6000    4.5000000000    4.5000000000    2.6574    4.2963   0.0
    6.6000    5.0000000000    5.0000000000    2.8015    4.3171   0.0
    6.6000    5.4779791832    5.4780000000    2.9278    4.3350   0.0
    6.6000    6.0000000000    6.0000000000    3.0549    4.3540   0.0
    6.6000    7.0000000000    7.0000000000    3.2713    4.3856   0.0
    6.6000    8.5000000000    8.5000000000    3.5453    4.4279   0.0
    6.6000   10.0000000000   10.0000000000    3.7717    4.4583   0.0
    6.6000   11.6762275696   11.6762000000    3.9888    4.4858   0.0
    6.6000   12.0000000000   12.0000000000    4.0281    4.4910   0.0
    6.6000   15.0000000000   15.0000000000    4.3385    4.5310   0.0
    6.6000   18.5299549103   18.5300000000    4.6256    4.5669   0.0
    6.6000   20.0000000000   20.0000000000    4.7330    4.5780   0.0
    6.6000   25.1930084229   25.1169000000    5.0183    4.6042   0.0
    6.6000   30.0000000000   29.8099000000    5.2422    4.6208   0.0
    6.6000   31.5495872498   31.3203000000    5.2987    4.6232   0.0
    6.6000   36.6545257568   36.2190000000    5.4694    4.6231   0.0
    6.6000   40.0000000000   39.3952000000    5.5698    4.6171   0.0
    6.6000   43.5751838684   42.7707000000    5.6551    4.6068   0.0
    6.6000   46.3103599548   45.3227000000    5.7169    4.5942   0.0
    6.6000   48.7154541016   47.5518000000    5.7679    4.5803   0.0
    6.6000   50.8476409912   49.5113000000    5.8114    4.5634   0.0
    6.6000   52.5877304077   51.0784000000    5.8455    4.5462   0.0
    6.6000   54.0154075623   52.3480000000    5.8726    4.5296   0.0
    6.6000   55.3153800964   53.4898000000    5.8965    4.5122   0.0
    6.6000   56.4492340088   54.4641000000    5.9167    4.4948   0.0
    6.6000   57.5127372742   55.3332000000    5.9357    4.4746   0.0
    6.6000   58.4287948608   56.0384000000    5.9518    4.4540   0.0
    6.6000   59.2829284668   56.6246000000    5.9666    4.4306   0.0
    6.6000   59.9936370850   57.0343000000    5.9784    4.4059   0.0
    6.6000   60.0000000000   57.0379000000    5.9785    4.4056   0.0
    6.6000   60.1062507629   57.0909000000    5.9801    4.4011   0.0
    6.6000   60.3354415894   57.0815000000    5.9844    4.3870   0.0
    6.6000   60.7078819275   57.0699000000    5.9885    4.3730   0.0
    6.6000   60.9841957092   56.8680000000    5.9919    4.3590   0.0
    6.6000   61.1032676697   56.7466000000    5.9937    4.3449   0.0
    6.6000   61.2355842590   56.5313000000    5.9956    4.3308   0.0
    6.6000   61.3607482910   56.3007000000    5.9969    4.3169   0.0
    6.6000   61.5340652466   55.8018000000    5.9974    4.3034   0.0
    6.6000   61.6206703186   55.4538000000    5.9977    4.2896   0.0
    6.6000   61.6762237549   55.1887000000    5.9982    4.2757   0.0
    6.6000   61.7296638489   54.8307000000    5.9983    4.2621   0.0
    6.6000   61.7790718079   54.3750000000    5.9981    4.2482   0.0
    6.6000   61.8191146851   54.0070000000    5.9978    4.2344   0.0
    6.6000   61.8500061035   53.7309000000    5.9977    4.2205   0.0
    6.6000   61.8753623962   53.4540000000    5.9981    4.2067   0.0
    6.6000   61.8992271423   53.1774000000    5.9984    4.1928   0.0
    6.6000   61.9237365723   52.9924000000    5.9988    4.1788   0.0
    6.6000   61.9510192871   52.7171000000    5.9991    4.1650   0.0
    6.6000   61.9780921936   52.4419000000    5.9994    4.1511   0.0
    6.6000   62.0514373779   51.7073000000    6.0000    4.1367   0.0
    6.6000   62.0723381042   51.5238000000    6.0001    4.1227   0.0
    6.6000   62.0904655457   51.3408000000    6.0003    4.1091   0.0
    6.6000   62.1079559326   51.1579000000    6.0005    4.0953   0.0
    6.6000   62.1231040955   50.9753000000    6.0008    4.0818   0.0
    6.6000   62.1382484436   50.8833000000    6.0010    4.0681   0.0
    6.6000   62.1519050598   50.7007000000    6.0013    4.0544   0.0
