#
# log(age)    Mini       Mact  logl  logt  logg  C/O  Phase
    6.60   61.2542839050 35.1961   6.0902   4.3443   2.2173   0.4787   0.0000
    6.60   61.2577667236 35.1849   6.0903   4.3549   2.2597   0.4787   0.0000
    6.60   61.2612495422 35.1737   6.0903   4.3632   2.2929   0.4787   0.0000
    6.60   61.2647438049 35.1625   6.0903   4.3752   2.3405   0.4787   0.0000
    6.60   61.2682380676 35.1513   6.0904   4.3863   2.3849   0.4787   0.0000
    6.60   61.2717285156 35.1425   6.0904   4.3964   2.4250   0.4787   0.0000
    6.60   61.2786979675 35.1250   6.0904   4.4105   2.4814   0.4787   0.0000
    6.60   61.2856864929 35.1074   6.0903   4.4233   2.5325   0.4787   0.0000
    6.60   61.2961502075 35.0738   6.0901   4.4325   2.5689   0.4787   0.0000
    6.60   61.3101196289 35.0288   6.0900   4.4428   2.6096   0.4787   0.0000
    6.60   61.3136062622 35.0176   6.0903   4.4543   2.6552   0.4787   0.0000
    6.60   61.3171005249 35.0116   6.0905   4.4654   2.6995   0.4787   0.0000
    6.60   61.3205947876 35.0056   6.0907   4.4771   2.7459   0.4787   0.0000
    6.60   61.3240890503 34.9996   6.0906   4.4851   2.7779   0.4787   0.0000
    6.60   61.3310623169 34.9876   6.0905   4.4957   2.8203   0.4787   0.0000
    6.60   61.3380546570 34.9756   6.0905   4.5041   2.8535   0.4787   0.0000
    6.60   61.3485260010 34.9576   6.0904   4.5135   2.8912   0.4787   0.0000
    6.60   61.3624992371 34.9336   6.0904   4.5232   2.9296   0.4787   0.0000
    6.60   61.3799667358 34.9258   6.0903   4.5329   2.9683   0.4787   0.0000
    6.60   61.4023246765 34.9157   6.0903   4.5432   3.0095   0.4787   0.0000
    6.60   61.4302864075 34.9029   6.0903   4.5543   3.0536   0.4787   0.0000
    6.60   61.4687347412 34.9065   6.0903   4.5664   3.1022   0.4787   0.0000
    6.60   61.5215606689 34.9109   6.0904   4.5788   3.1517   0.4787   0.0000
    6.60   61.5908546448 34.9179   6.0907   4.6000   3.2364   0.4787   0.0000
    6.60   61.6787643433 34.9297   6.0909   4.6155   3.2983   0.4787   0.0000
    6.60   61.8053474426 34.9487   6.0913   4.6327   3.3670   0.4787   0.0000
    6.60   61.9763603210 34.9739   6.0918   4.6530   3.4478   0.4787   0.0000
    6.60   62.1846466064 35.0088   6.0923   4.6764   3.5414   0.4787   0.0000
    6.60   62.5643234253 35.1025   6.0930   4.7110   3.6804   0.4787   0.0000
    6.60   63.3184013367 35.3398   6.0929   4.7622   3.8880   0.4787   0.0000
    6.60   65.4543075562 35.9885   6.1001   4.8011   4.0443   0.4787   0.0000
    6.60   66.0398712158 36.1622   6.1064   4.7983   4.0292   0.4787   0.0000
    6.60   66.5838317871 36.3327   6.1129   4.7974   4.0211   0.4787   0.0000
    6.60   67.4268112183 36.5699   6.1237   4.8070   4.0513   0.4787   0.0000
    6.60   68.9270172119 36.3650   6.1249   4.8229   4.1113   0.4787   0.0000
    6.60   70.0446853638 35.4446   6.1118   4.8116   4.0681   0.4787   0.0000
    6.60   70.2500381470 35.2964   6.1099   4.8033   4.0348   0.4787   0.0000
    6.60   70.6706161499 34.9598   6.1067   4.8037   4.0357   0.4787   0.0000
    6.60   70.7663574219 34.9001   6.1062   4.8072   4.0496   0.4787   0.0000
    6.60   71.1631774902 34.6687   6.1054   4.8190   4.0944   0.4787   0.0000
    6.60   71.7687072754 34.4613   6.1062   4.8322   4.1439   0.4787   0.0000
    6.60   71.8792572021 34.4373   6.1070   4.8251   4.1145   0.4787   0.0000
    6.60   71.9817962646 34.4153   6.1077   4.8190   4.0889   0.4787   0.0000
    6.60   72.1597442627 34.3779   6.1092   4.8119   4.0587   0.4787   0.0000
    6.60   72.2420425415 34.2995   6.1098   4.8060   4.0336   0.4787   0.0000
    6.60   72.2880477905 33.1393   6.1105   4.8006   3.9962   0.4787   0.0000
    6.60   72.3623199463 31.2201   6.1115   4.7956   3.9492   0.4787   0.0000
    6.60   72.4319839478 29.3201   6.1126   4.7902   3.8993   0.4787   0.0000
    6.60   72.5055694580 27.2348   6.1142   4.7969   3.8925   0.4787   0.0000
    6.60   72.5094451904 27.1239   6.1143   4.8018   3.9102   0.4787   0.0000
    6.60   72.5203094482 26.8119   6.1147   4.8084   3.9312   0.4787   0.0000
    6.60   72.5268859863 26.8048   6.1150   4.8145   3.9551   0.4787   0.0000
    6.60   72.5381317139 26.8061   6.1156   4.8199   3.9763   0.4787   0.0000
    6.60   72.5516967773 26.8077   6.1162   4.8261   4.0005   0.4787   0.0000
    6.60   72.6059646606 26.8139   6.1210   4.8206   3.9739   0.4787   0.0000
    6.60   72.6292419434 26.8166   6.1240   4.8151   3.9488   0.4787   0.0000
    6.60   72.6331024170 26.8156   6.1246   4.8091   3.9244   0.4787   0.0000
    6.60   72.6369857788 26.8141   6.1252   4.7993   3.8843   0.4787   0.0000
    6.60   72.6408691406 26.8125   6.1258   4.7895   3.8444   0.4787   0.0000
    6.60   72.6447525024 26.8109   6.1265   4.7787   3.8004   0.4787   0.0000
    6.60   72.6486358643 26.8094   6.1275   4.7653   3.7458   0.4787   0.0000
    6.60   72.6524963379 26.8078   6.1286   4.7424   3.6533   0.4787   0.0000
    6.60   72.6563796997 26.8063   6.1301   4.7104   3.5236   0.4787   0.0000
    6.60   72.6602630615 26.7972   6.1313   4.6791   3.3970   0.4787   0.0000
    6.60   72.6621932983 26.7927   6.1318   4.6673   3.3495   0.4787   0.0000
    6.60   72.6660766602 26.7837   6.1328   4.6396   3.2373   0.4787   0.0000
    6.60   72.6699600220 26.7747   6.1338   4.6119   3.1257   0.4787   0.0000
    6.60   72.6738433838 26.7657   6.1348   4.5997   3.0757   0.4787   0.0000
    6.60   72.6815948486 26.7476   6.1368   4.5918   3.0417   0.4787   0.0000
    6.60   72.6932296753 26.7193   6.1403   4.5924   3.0402   0.4787   0.0000
    6.60   72.7087631226 26.6848   6.1467   4.5240   2.7596   0.4787   0.0000
#
# log(age)    Mini       Mact  logl  logt  logg  C/O  Phase
    6.65    0.1500000060  0.1500  -2.3725   3.5679   5.2040   0.4787   0.0000
    6.65    0.2000000030  0.2000  -2.0804   3.5931   5.1378   0.4787   0.0000
    6.65    0.2500000000  0.2500  -1.8891   3.6051   5.0912   0.4787   0.0000
    6.65    0.3000000119  0.3000  -1.7384   3.6144   5.0571   0.4787   0.0000
    6.65    0.3499999940  0.3500  -1.6138   3.6221   5.0301   0.4787   0.0000
    6.65    0.4000000060  0.4000  -1.4678   3.6285   4.9676   0.4787   0.0000
    6.65    0.4499999881  0.4500  -1.3484   3.6363   4.9308   0.4787   0.0000
    6.65    0.5000000000  0.5000  -1.2156   3.6459   4.8819   0.4787   0.0000
    6.65    0.5500000119  0.5500  -1.0693   3.6591   4.8298   0.4787   0.0000
    6.65    0.6000000238  0.6000  -0.9190   3.6754   4.7826   0.4787   0.0000
    6.65    0.6999999881  0.7000  -0.6159   3.7173   4.7143   0.4787   0.0000
    6.65    0.8000000119  0.8000  -0.3422   3.7579   4.6609   0.4787   0.0000
    6.65    0.8999999762  0.9000  -0.1001   3.7893   4.5957   0.4787   0.0000
    6.65    1.0499999523  1.0500   0.2145   3.8298   4.5100   0.4787   0.0000
    6.65    1.1500000954  1.1500   0.4007   3.8597   4.4829   0.4787   0.0000
    6.65    1.2500000000  1.2500   0.5676   3.8900   4.4732   0.4787   0.0000
    6.65    1.3499999046  1.3500   0.7162   3.9213   4.4834   0.4787   0.0000
    6.65    1.4500000477  1.4500   0.8543   3.9521   4.4993   0.4787   0.0000
    6.65    1.5499999523  1.5500   0.9751   3.9794   4.5170   0.4787   0.0000
    6.65    1.6250000000  1.6250   1.0653   3.9990   4.5253   0.4787   0.0000
    6.65    1.7000000477  1.7000   1.1459   4.0167   4.5353   0.4787   0.0000
    6.65    1.7749999762  1.7750   1.2219   4.0319   4.5387   0.4787   0.0000
    6.65    1.8999999762  1.9000   1.3346   4.0564   4.5538   0.4787   0.0000
    6.65    2.0000000000  2.0000   1.4221   4.0737   4.5578   0.4787   0.0000
    6.65    2.2000000477  2.2000   1.5735   4.1029   4.5644   0.4787   0.0000
    6.65    2.5000000000  2.5000   1.7753   4.1399   4.5662   0.4787   0.0000
    6.65    3.0000000000  3.0000   2.0530   4.1865   4.5542   0.4787   0.0000
    6.65    3.5000000000  3.5000   2.2819   4.2230   4.5383   0.4787   0.0000
    6.65    4.0000000000  4.0000   2.4766   4.2531   4.5218   0.4787   0.0000
    6.65    4.5000000000  4.5000   2.6440   4.2783   4.5063   0.4787   0.0000
    6.65    5.0000000000  5.0000   2.7904   4.3004   4.4941   0.4787   0.0000
    6.65    5.2346301079  5.2346   2.8551   4.3098   4.4868   0.4787   0.0000
    6.65    6.0000000000  6.0000   3.0499   4.3389   4.4680   0.4787   0.0000
    6.65    7.0000000000  7.0000   3.2697   4.3713   4.4447   0.4787   0.0000
    6.65    8.7500000000  8.7500   3.5886   4.4173   4.4068   0.4787   0.0000
    6.65   10.8181295395 10.8181   3.8833   4.4565   4.3607   0.4787   0.0000
    6.65   11.0000000000 11.0000   3.9068   4.4595   4.3567   0.4787   0.0000
    6.65   11.0109796524 11.0109   3.9082   4.4597   4.3564   0.4787   0.0000
    6.65   13.5000000000 13.4863   4.1954   4.4970   4.3066   0.4787   0.0000
    6.65   17.3466796875 17.3194   4.5354   4.5383   4.2404   0.4787   0.0000
    6.65   17.5000000000 17.4720   4.5477   4.5396   4.2372   0.4787   0.0000
    6.65   23.5542602539 23.4282   4.9379   4.5758   4.1191   0.4787   0.0000
    6.65   28.4845962524 28.1991   5.1999   4.5890   3.9904   0.4787   0.0000
    6.65   30.0000000000 29.6380   5.2733   4.5902   3.9433   0.4787   0.0000
    6.65   30.3482227325 29.9663   5.2862   4.5901   3.9350   0.4787   0.0000
    6.65   33.5585517883 32.9570   5.4009   4.5848   3.8401   0.4787   0.0000
    6.65   36.3945198059 35.5396   5.4941   4.5730   3.7327   0.4787   0.0000
    6.65   38.5065307617 37.4227   5.5597   4.5600   3.6373   0.4787   0.0000
    6.65   40.0000000000 38.7149   5.6043   4.5462   3.5526   0.4787   0.0000
    6.65   40.5115242004 39.1621   5.6172   4.5417   3.5264   0.4787   0.0000
    6.65   41.9240493774 40.3725   5.6523   4.5264   3.4436   0.4787   0.0000
    6.65   43.0836219788 41.3559   5.6801   4.5125   3.3706   0.4787   0.0000
    6.65   44.1399650574 42.2431   5.7047   4.4985   3.2990   0.4787   0.0000
    6.65   45.0616989136 43.0087   5.7256   4.4851   3.2324   0.4787   0.0000
    6.65   45.9265556335 43.6889   5.7450   4.4682   3.1523   0.4787   0.0000
    6.65   46.6717414856 44.2683   5.7615   4.4516   3.0750   0.4787   0.0000
    6.65   47.3667564392 44.7889   5.7766   4.4342   2.9954   0.4787   0.0000
    6.65   47.9452018738 45.2017   5.7890   4.4178   2.9214   0.4787   0.0000
    6.65   48.4895362854 45.1771   5.8001   4.3816   2.7652   0.4787   0.0000
    6.65   48.9402885437 44.6641   5.8082   4.3287   2.5406   0.4787   0.0000
    6.65   49.3661727905 43.8437   5.8148   4.2668   2.2782   0.4787   0.0000
    6.65   49.7559089661 42.2112   5.8207   4.1577   1.8194   0.4787   0.0000
    6.65   50.0865631104 40.6326   5.8274   4.0573   1.3945   0.4787   0.0000
    6.65   50.6917915344 39.1426   5.8570   4.4255   2.8217   0.4787   0.0000
    6.65   50.7371139526 39.1150   5.8686   4.4410   2.8717   0.4787   0.0000
    6.65   50.7712478638 39.0966   5.8817   4.3895   2.6524   0.4787   0.0000
    6.65   50.7858467102 39.0739   5.8839   4.3362   2.4366   0.4787   0.0000
    6.65   50.7944297791 39.0360   5.8856   4.2906   2.2523   0.4787   0.0000
    6.65   50.8013076782 38.9934   5.8872   4.2437   2.0625   0.4787   0.0000
    6.65   50.8071022034 38.9472   5.8890   4.1893   1.8425   0.4787   0.0000
    6.65   50.8111763000 38.9035   5.8906   4.1392   1.6404   0.4787   0.0000
    6.65   50.8156929016 38.8433   5.8921   4.0888   1.4363   0.4787   0.0000
    6.65   50.8204116821 38.7823   5.8935   4.0528   1.2903   0.4787   0.0000
    6.65   50.8240585327 38.7349   5.8945   4.0236   1.1718   0.4787   0.0000
    6.65   50.8283576965 38.6419   5.8968   3.9862   1.0192   0.4787   0.0000
    6.65   50.8317985535 38.5713   5.8988   3.9468   0.8587   0.4787   0.0000
    6.65   50.8373794556 38.4674   5.9021   3.9006   0.6695   0.4787   0.0000
    6.65   50.8414535522 38.3915   5.9044   3.8810   0.5878   0.4787   0.0000
    6.65   50.8440322876 38.3417   5.9057   3.8704   0.5434   0.4787   0.0000
    6.65   50.8466110229 38.2865   5.9071   3.8602   0.5009   0.4787   0.0000
    6.65   50.8485488892 38.2451   5.9081   3.8533   0.4716   0.4787   0.0000
    6.65   50.8509063721 38.1943   5.9095   3.8452   0.4373   0.4787   0.0000
    6.65   50.8524093628 38.1648   5.9104   3.8400   0.4154   0.4787   0.0000
    6.65   50.8543357849 38.1286   5.9115   3.8341   0.3901   0.4787   0.0000
    6.65   50.8558425903 38.1003   5.9124   3.8287   0.3673   0.4787   0.0000
    6.65   50.8575592041 38.0681   5.9133   3.8232   0.3441   0.4787   0.0000
    6.65   50.8590660095 38.0350   5.9139   3.8185   0.3242   0.4787   0.0000
    6.65   50.8607826233 37.9971   5.9146   3.8133   0.3022   0.4787   0.0000
    6.65   50.8622894287 37.9639   5.9153   3.8081   0.2806   0.4787   0.0000
    6.65   50.8640098572 37.9260   5.9160   3.8031   0.2595   0.4787   0.0000
    6.65   50.8655128479 37.8928   5.9167   3.7986   0.2404   0.4787   0.0000
    6.65   50.8672256470 37.8550   5.9173   3.7944   0.2222   0.4787   0.0000
    6.65   50.8687324524 37.8218   5.9179   3.7902   0.2049   0.4787   0.0000
    6.65   50.8704452515 37.7849   5.9184   3.7867   0.1898   0.4787   0.0000
    6.65   50.8725929260 37.7387   5.9189   3.7827   0.1727   0.4787   0.0000
    6.65   50.8747406006 37.6925   5.9192   3.7790   0.1572   0.4787   0.0000
    6.65   50.8773231506 37.6370   5.9194   3.7752   0.1409   0.4787   0.0000
    6.65   50.8805465698 37.5680   5.9190   3.7711   0.1244   0.4787   0.0000
    6.65   50.8837623596 37.4991   5.9174   3.7672   0.1095   0.4787   0.0000
    6.65   50.8871955872 37.4256   5.9168   3.7628   0.0916   0.4787   0.0000
    6.65   50.8906364441 37.3521   5.9170   3.7594   0.0768   0.4787   0.0000
    6.65   50.8960647583 37.2439   5.9232   3.7580   0.0638   0.4787   0.0000
    6.65   50.9036674500 37.0927   5.9388   3.7588   0.0498   0.4787   0.0000
    6.65   51.7076683044 31.3742   5.9555   4.4384   2.6787   0.4787   0.0000
    6.65   52.1784820557 31.3241   5.9566   4.4969   2.9107   0.4787   0.0000
    6.65   56.5719223022 26.2398   5.9393   4.7848   4.0030   0.4787   0.0000
    6.65   57.3222808838 17.9175   5.9556   4.5271   2.7901   0.4787   0.0000
#
# log(age)    Mini       Mact  logl  logt  logg  C/O  Phase
    6.70    0.1500000060  0.1500  -2.3725   3.5679   5.2040   0.4787   0.0000
    6.70    0.2000000030  0.2000  -2.0804   3.5931   5.1378   0.4787   0.0000
    6.70    0.2500000000  0.2500  -1.8891   3.6051   5.0912   0.4787   0.0000
    6.70    0.3000000119  0.3000  -1.7384   3.6144   5.0571   0.4787   0.0000
    6.70    0.3499999940  0.3500  -1.6138   3.6221   5.0301   0.4787   0.0000
    6.70    0.4000000060  0.4000  -1.4678   3.6285   4.9676   0.4787   0.0000
    6.70    0.4499999881  0.4500  -1.3484   3.6363   4.9308   0.4787   0.0000
    6.70    0.5000000000  0.5000  -1.2156   3.6459   4.8819   0.4787   0.0000
    6.70    0.5500000119  0.5500  -1.0693   3.6591   4.8298   0.4787   0.0000
    6.70    0.6000000238  0.6000  -0.9190   3.6754   4.7826   0.4787   0.0000
    6.70    0.6999999881  0.7000  -0.6159   3.7173   4.7143   0.4787   0.0000
    6.70    0.8000000119  0.8000  -0.3422   3.7579   4.6609   0.4787   0.0000
    6.70    0.8999999762  0.9000  -0.1001   3.7893   4.5956   0.4787   0.0000
    6.70    1.0499999523  1.0500   0.2146   3.8298   4.5099   0.4787   0.0000
    6.70    1.1500000954  1.1500   0.4007   3.8597   4.4828   0.4787   0.0000
    6.70    1.2500000000  1.2500   0.5677   3.8900   4.4732   0.4787   0.0000
    6.70    1.3499999046  1.3500   0.7162   3.9213   4.4833   0.4787   0.0000
    6.70    1.4500000477  1.4500   0.8544   3.9521   4.4992   0.4787   0.0000
    6.70    1.5499999523  1.5500   0.9752   3.9794   4.5168   0.4787   0.0000
    6.70    1.6250000000  1.6250   1.0654   3.9989   4.5252   0.4787   0.0000
    6.70    1.7000000477  1.7000   1.1460   4.0167   4.5352   0.4787   0.0000
    6.70    1.7749999762  1.7750   1.2219   4.0318   4.5386   0.4787   0.0000
    6.70    1.8999999762  1.9000   1.3347   4.0564   4.5535   0.4787   0.0000
    6.70    2.0000000000  2.0000   1.4221   4.0737   4.5575   0.4787   0.0000
    6.70    2.2000000477  2.2000   1.5736   4.1028   4.5639   0.4787   0.0000
    6.70    2.5000000000  2.5000   1.7755   4.1397   4.5653   0.4787   0.0000
    6.70    3.0000000000  3.0000   2.0533   4.1862   4.5528   0.4787   0.0000
    6.70    3.5000000000  3.5000   2.2822   4.2226   4.5363   0.4787   0.0000
    6.70    4.0000000000  4.0000   2.4769   4.2525   4.5191   0.4787   0.0000
    6.70    4.5000000000  4.5000   2.6447   4.2776   4.5029   0.4787   0.0000
    6.70    4.8929920197  4.8930   2.7610   4.2951   4.4928   0.4787   0.0000
    6.70    5.0000000000  5.0000   2.7912   4.2997   4.4906   0.4787   0.0000
    6.70    6.0000000000  6.0000   3.0519   4.3387   4.4650   0.4787   0.0000
