     0.960959     0.321047  0.000156291
      1.06379      1.94973   0.00106497
      1.17564      2.40778   0.00165459
      1.29700      4.56892   0.00255367
      1.42843      5.64974   0.00297014
      1.57043      2.65686   0.00341618
      1.72351      1.53456   0.00375611
      1.88817      2.08664   0.00425227
      2.06486      14.1761   0.00625387
      2.25398      9.54331   0.00757311
      2.45590      5.74959   0.00837847
      2.67092      17.1975   0.00887467
      2.89930      7.84647   0.00893859
      3.14118      3.96479   0.00915746
      3.39664      1.91498   0.00928183
      3.66562      1.63558   0.00928100
      3.94800      5.95626   0.00909537
      4.24351      7.84009   0.00883108
      4.55179      8.88817   0.00859244
      4.87230      8.71121   0.00844525
      5.20443      10.0402   0.00840899
      5.54741      10.4047   0.00852496
      5.90038      12.8725   0.00886016
      6.26239      11.7679   0.00929770
      6.63231      7.53836   0.00958908
      7.00904      16.8192   0.00991124
      7.39133      4.16783    0.0101448
      7.77793      2.98046    0.0103095
      8.16755      4.05812    0.0105248
      8.55888      4.98347    0.0106777
      8.95062      2.72072    0.0108184
      9.34147      2.47866    0.0109231
      9.73021      58.8788    0.0129279
      10.1156      61.1584    0.0148613
      10.4965      33.1191    0.0160569
      10.8719      15.7969    0.0167261
      11.2406      8.90947    0.0171547
      11.6018      5.56798    0.0174386
      11.9545      1.94296    0.0175434
      12.2979      1.73532    0.0176486
      12.6313     0.384205    0.0176694
      12.9539      1.08967    0.0177197
      13.2652     0.380173    0.0177347
      13.5645     0.421265    0.0177494
      13.8514      25.2265    0.0186240
      14.12      10.9232    0.0189802
