 3.3979   2500
 3.4472   2800
 3.4771   3000
 3.5052   3200
 3.5441   3500
 3.5740   3750
 3.6021   4000
 3.6284   4250
 3.6532   4500
 3.6767   4750
 3.6990   5000
 3.7202   5250
 3.7404   5500
 3.7597   5750
 3.7782   6000
 3.7959   6250
 3.8129   6500
 3.8293   6750
 3.8451   7000
 3.8603   7250
 3.8751   7500
 3.8893   7750
 3.9031   8000
 3.9165   8250
 3.9294   8500
 3.9420   8750
 3.9542   9000
 3.9661   9250
 3.9777   9500
 3.9890   9750
 4.0000  10000
 4.0107  10250
 4.0212  10500
 4.0314  10750
 4.0414  11000
 4.0512  11250
 4.0607  11500
 4.0700  11750
 4.0792  12000
 4.0881  12250
 4.0969  12500
 4.1055  12750
 4.1139  13000
 4.1461  14000
 4.1761  15000
 4.2041  16000
 4.2304  17000
 4.2553  18000
 4.2788  19000
 4.3010  20000
 4.3222  21000
 4.3424  22000
 4.3617  23000
 4.3802  24000
 4.3979  25000
 4.4150  26000
 4.4314  27000
 4.4472  28000
 4.4624  29000
 4.4771  30000
 4.4914  31000
 4.5051  32000
 4.5185  33000
 4.5315  34000
 4.5441  35000
 4.5563  36000
 4.5682  37000
 4.5798  38000
 4.5911  39000
 4.6021  40000
 4.6128  41000
 4.6232  42000
 4.6335  43000
 4.6435  44000
 4.6532  45000
 4.6628  46000
 4.6721  47000
 4.6812  48000
 4.6902  49000
 4.6990  50000
