# log(age)    Mini       Mact  logl  logt  logg  Composition  Phase
    5.50    0.08000000   0.0800  -3.6100   3.3644   5.3500   0.4787   0.0000
    5.50    0.09000000   0.0900  -3.2700   3.4219   5.2920   0.4787   0.0000
    5.50    0.10000000   0.1000  -3.0700   3.4492   5.2510   0.4787   0.0000
    5.50    0.11000000   0.1100  -2.9300   3.4655   5.2180   0.4787   0.0000
    5.50    0.13000000   0.1300  -2.7300   3.4852   5.1690   0.4787   0.0000
    5.50    0.15000001   0.1500  -2.4800   3.5299   5.1598   0.4787   0.0000
    5.50    0.20000000   0.2000  -2.2045   3.5514   5.0952   0.4787   0.0000
    5.50    0.25000000   0.2500  -2.0165   3.5630   5.0504   0.4787   0.0000
    5.50    0.30000001   0.3000  -1.8672   3.5721   5.0168   0.4787   0.0000
    5.50    0.34999999   0.3500  -1.7400   3.5803   4.9893   0.4787   0.0000
    5.50    0.40000001   0.4000  -1.5970   3.5877   4.9338   0.4787   0.0000
    5.50    0.44999999   0.4500  -1.4753   3.5966   4.8990   0.4787   0.0000
    5.50    0.50000000   0.5000  -1.3500   3.6071   4.8616   0.4787   0.0000
    5.50    0.55000001   0.5500  -1.2159   3.6189   4.8160   0.4787   0.0000
    5.50    0.60000002   0.6000  -1.0878   3.6313   4.7750   0.4787   0.0000
    5.50    0.69999999   0.7000  -0.8172   3.6621   4.6947   0.4787   0.0000
    5.50    0.84687471   0.8469  -0.4340   3.7179   4.6172   0.4787   0.0000
    5.50    1.04062414   1.0406  -0.0106   3.7734   4.5056   0.4787   0.0000
    5.50    1.35312521   1.3531   0.5599   3.8489   4.3510   0.4787   0.0000
    5.50    1.45312524   1.4531   0.7017   3.8737   4.3393   0.4787   0.0000
    5.50    1.60000002   1.6000   0.8851   3.9099   4.3427   0.4787   0.0000
    5.50    1.74687469   1.7469   1.0480   3.9438   4.3534   0.4787   0.0000
    5.50    1.87031209   1.8703   1.1617   3.9673   4.3636   0.4787   0.0000
    5.50    2.00670004   2.0067   1.2622   3.9871   4.3773   0.0000   0.0000
    5.50    2.05340004   2.0534   1.3024   3.9949   4.3783   0.0000   0.0000
    5.50    2.10220003   2.1022   1.3426   4.0024   4.3783   0.0000   0.0000
    5.50    2.15219998   2.1522   1.3828   4.0099   4.3784   0.0000   0.0000
    5.50    2.20330000   2.2033   1.4230   4.0174   4.3784   0.0000   0.0000
    5.50    2.25559998   2.2556   1.4633   4.0250   4.3784   0.0000   0.0000
    5.50    2.30920005   2.3092   1.5035   4.0325   4.3784   0.0000   0.0000
    5.50    2.36400008   2.3640   1.5437   4.0400   4.3784   0.0000   0.0000
    5.50    2.42030001   2.4203   1.5839   4.0475   4.3784   0.0000   0.0000
    5.50    2.47839999   2.4784   1.6241   4.0549   4.3785   0.0000   0.0000
    5.50    2.53810000   2.5381   1.6643   4.0624   4.3784   0.0000   0.0000
    5.50    2.59999990   2.6000   1.7045   4.0697   4.3777   0.0000   0.0000
    5.50    2.66359997   2.6636   1.7447   4.0768   4.3767   0.0000   0.0000
    5.50    2.72869992   2.7287   1.7849   4.0840   4.3757   0.0000   0.0000
    5.50    2.79539990   2.7954   1.8251   4.0912   4.3747   0.0000   0.0000
    5.50    2.86360002   2.8636   1.8653   4.0983   4.3738   0.0000   0.0000
    5.50    2.93370008   2.9337   1.9055   4.1055   4.3727   0.0000   0.0000
    5.50    3.00620008   3.0062   1.9457   4.1126   4.3715   0.0000   0.0000
    5.50    3.08080006   3.0808   1.9859   4.1196   4.3699   0.0000   0.0000
