#
# log(age)    Mini       Mact  logl  logt  logg  C/O  Phase
    6.60   55.2679290771 54.1935   5.8842   4.5064   3.2594   0.4787   0.0000
    6.60   57.7985687256 56.0927   5.9303   4.4636   3.0570   0.4787   0.0000
    6.60   58.1814498901 56.2840   5.9377   4.4567   3.0235   0.4787   0.0000
    6.60   58.4468193054 56.4567   5.9477   4.4672   3.0570   0.4787   0.0000
    6.60   58.5712471008 56.5368   5.9547   4.4768   3.0888   0.4787   0.0000
    6.60   58.6322631836 56.5759   5.9664   4.4970   3.1584   0.4787   0.0000
    6.60   59.2533493042 55.6608   5.9991   4.3682   2.6032   0.4787   0.0000
    6.60   59.4368743896 55.3321   6.0043   4.3447   2.5014   0.4787   0.0000
    6.60   59.5990715027 54.9686   6.0051   4.3423   2.4881   0.4787   0.0000
    6.60   59.7710800171 54.5685   6.0059   4.3396   2.4733   0.4787   0.0000
    6.60   59.9254112244 54.1968   6.0066   4.3369   2.4591   0.4787   0.0000
    6.60   60.1748046875 53.5707   6.0076   4.3313   2.4303   0.4787   0.0000
    6.60   60.4738960266 52.8427   6.0103   4.3651   2.5569   0.4787   0.0000
    6.60   60.7679290771 52.3922   6.0145   4.4175   2.7588   0.4787   0.0000
    6.60   61.0637130737 52.4913   6.0186   4.4108   2.7287   0.4787   0.0000
    6.60   61.3712005615 52.5924   6.0227   4.3945   2.6602   0.4787   0.0000
    6.60   61.6835517883 52.6871   6.0267   4.3717   2.5657   0.4787   0.0000
    6.60   61.9842262268 52.7425   6.0302   4.3414   2.4414   0.4787   0.0000
    6.60   62.2832450867 52.7444   6.0332   4.3046   2.2913   0.4787   0.0000
    6.60   62.5806159973 52.6133   6.0353   4.2674   2.1394   0.4787   0.0000
    6.60   62.8796272278 52.1067   6.0346   4.2083   1.8994   0.4787   0.0000
    6.60   63.0252799988 51.6067   6.0316   4.1567   1.6919   0.4787   0.0000
    6.60   63.2092323303 50.6257   5.9977   3.8812   0.6153   0.4787   0.0000
    6.60   63.2832794189 50.1785   5.9797   3.7396   0.0632   0.4787   0.0000
    6.60   63.2914848328 50.1422   5.9875   3.7377   0.0475   0.4787   0.0000
    6.60   63.3030052185 50.0911   5.9943   3.7361   0.0338   0.4787   0.0000
    6.60   64.1503753662 46.3037   6.0378   3.7388  -0.0329   0.4787   0.0000
    6.60   64.9857864380 43.6443   6.0733   3.7653   0.0120   0.4787   0.0000
#
# log(age)    Mini       Mact  logl  logt  logg  C/O  Phase
    6.65    0.1500000060  0.1500  -2.3036   3.5907   5.2265   0.4787   0.0000
    6.65    0.2000000030  0.2000  -2.0080   3.6158   5.1562   0.4787   0.0000
    6.65    0.2500000000  0.2500  -1.7958   3.6285   5.0917   0.4787   0.0000
    6.65    0.3000000119  0.3000  -1.6574   3.6372   5.0673   0.4787   0.0000
    6.65    0.3499999940  0.3500  -1.5359   3.6446   5.0424   0.4787   0.0000
    6.65    0.4000000060  0.4000  -1.4187   3.6513   5.0099   0.4787   0.0000
    6.65    0.4499999881  0.4500  -1.2816   3.6596   4.9572   0.4787   0.0000
    6.65    0.5000000000  0.5000  -1.1516   3.6693   4.9117   0.4787   0.0000
    6.65    0.5500000119  0.5500  -1.0014   3.6842   4.8626   0.4787   0.0000
    6.65    0.6000000238  0.6000  -0.8414   3.7060   4.8275   0.4787   0.0000
    6.65    0.6999999881  0.7000  -0.5411   3.7459   4.7537   0.4787   0.0000
    6.65    0.8000000119  0.8000  -0.2659   3.7824   4.6824   0.4787   0.0000
    6.65    0.8999999762  0.9000  -0.0214   3.8135   4.6137   0.4787   0.0000
    6.65    1.0000000000  1.0000   0.1943   3.8435   4.5637   0.4787   0.0000
    6.65    1.1207518578  1.1208   0.4194   3.8843   4.5512   0.4787   0.0000
    6.65    1.2207518816  1.2207   0.5889   3.9216   4.5683   0.4787   0.0000
    6.65    1.3999999762  1.4000   0.8502   3.9805   4.6019   0.4787   0.0000
    6.65    1.5000000000  1.5000   0.9751   4.0088   4.6202   0.4787   0.0000
    6.65    1.6000000238  1.6000   1.0926   4.0344   4.6333   0.4787   0.0000
    6.65    1.7103760242  1.7104   1.2098   4.0608   4.6504   0.4787   0.0000
    6.65    1.7541503906  1.7542   1.2544   4.0704   4.6551   0.4787   0.0000
    6.65    1.7999999523  1.8000   1.2990   4.0797   4.6589   0.4787   0.0000
    6.65    1.8999999762  1.9000   1.3926   4.0993   4.6674   0.4787   0.0000
    6.65    2.0000000000  2.0000   1.4797   4.1174   4.6748   0.4787   0.0000
    6.65    2.2000000477  2.2000   1.6307   4.1487   4.6903   0.4787   0.0000
    6.65    2.5000000000  2.5000   1.8320   4.1866   4.6963   0.4787   0.0000
    6.65    3.0000000000  3.0000   2.1003   4.2325   4.6906   0.4787   0.0000
    6.65    3.5000000000  3.5000   2.3239   4.2676   4.6744   0.4787   0.0000
    6.65    4.0000000000  4.0000   2.5122   4.2956   4.6561   0.4787   0.0000
    6.65    4.5000000000  4.5000   2.6769   4.3196   4.6388   0.4787   0.0000
    6.65    5.0000000000  5.0000   2.8222   4.3404   4.6226   0.4787   0.0000
    6.65    5.1202774048  5.1203   2.8543   4.3450   4.6189   0.4787   0.0000
    6.65    6.7924814224  6.7925   3.2398   4.4013   4.5813   0.4787   0.0000
    6.65   10.9624061584 10.9624   3.8712   4.4874   4.5022   0.4787   0.0000
    6.65   11.5214395523 11.5184   3.9308   4.4954   4.4961   0.4787   0.0000
    6.65   13.3398504257 13.3240   4.1083   4.5192   4.4774   0.4787   0.0000
    6.65   16.0054912567 15.9815   4.3883   4.5532   4.4121   0.4787   0.0000
    6.65   18.6572952271 18.6239   4.6355   4.5799   4.3383   0.4787   0.0000
    6.65   18.9624061584 18.9278   4.6630   4.5824   4.3275   0.4787   0.0000
    6.65   24.9724884033 24.8963   5.0143   4.6108   4.2091   0.4787   0.0000
    6.65   30.5876121521 30.4465   5.2857   4.6181   4.0541   0.4787   0.0000
    6.65   32.0751876831 31.9120   5.3509   4.6165   4.0032   0.4787   0.0000
    6.65   33.5567588806 33.3669   5.3998   4.6145   3.9656   0.4787   0.0000
    6.65   39.3353309631 39.0097   5.5747   4.5882   3.7534   0.4787   0.0000
    6.65   44.1503753662 43.6120   5.7049   4.5407   3.4817   0.4787   0.0000
    6.65   46.4877548218 45.8000   5.7580   4.5087   3.3217   0.4787   0.0000
    6.65   48.6163635254 47.6241   5.8062   4.4732   3.1484   0.4787   0.0000
    6.65   48.9384193420 47.8509   5.8139   4.4678   3.1214   0.4787   0.0000
    6.65   49.1926803589 48.0493   5.8239   4.4765   3.1477   0.4787   0.0000
    6.65   49.3119163513 48.1414   5.8316   4.4860   3.1788   0.4787   0.0000
    6.65   49.3703918457 48.1852   5.8469   4.5089   3.2555   0.4787   0.0000
    6.65   49.9587135315 48.1577   5.8895   4.3906   2.7396   0.4787   0.0000
    6.65   50.1325988770 48.1146   5.8934   4.3782   2.6857   0.4787   0.0000
    6.65   50.2862930298 48.0433   5.8956   4.3727   2.6608   0.4787   0.0000
    6.65   50.4493064880 47.9553   5.8979   4.3666   2.6333   0.4787   0.0000
    6.65   50.5955848694 47.8655   5.8998   4.3611   2.6087   0.4787   0.0000
    6.65   50.8319854736 47.6980   5.9028   4.3516   2.5661   0.4787   0.0000
    6.65   51.1155433655 47.4873   5.9069   4.3582   2.5863   0.4787   0.0000
    6.65   51.3943557739 47.3740   5.9115   4.3742   2.6449   0.4787   0.0000
    6.65   51.6748695374 47.4822   5.9160   4.3621   2.5928   0.4787   0.0000
    6.65   51.9665260315 47.5932   5.9206   4.3437   2.5157   0.4787   0.0000
    6.65   52.2628479004 47.7017   5.9252   4.3202   2.4181   0.4787   0.0000
    6.65   52.5481376648 47.7852   5.9293   4.2904   2.2956   0.4787   0.0000
    6.65   52.8318901062 47.8456   5.9332   4.2539   2.1461   0.4787   0.0000
    6.65   53.1141204834 47.7794   5.9362   4.2165   1.9930   0.4787   0.0000
    6.65   53.3979415894 47.4452   5.9370   4.1646   1.7817   0.4787   0.0000
    6.65   53.5362052917 47.0578   5.9354   4.1230   1.6134   0.4787   0.0000
    6.65   53.7108459473 46.1280   5.9161   3.9337   0.8665   0.4787   0.0000
    6.65   53.7811431885 45.5171   5.8924   3.7359   0.0934   0.4787   0.0000
    6.65   53.7861442566 45.4941   5.8960   3.7332   0.0789   0.4787   0.0000
    6.65   53.7931632996 45.4618   5.8990   3.7307   0.0655   0.4787   0.0000
    6.65   54.5261802673 41.8793   5.9350   3.7328   0.0021   0.4787   0.0000
    6.65   55.5069084167 36.9105   5.9973   3.7394  -0.0885   0.4787   0.0000
#
# log(age)    Mini       Mact  logl  logt  logg  C/O  Phase
    6.70    0.1500000060  0.1500  -2.3036   3.5907   5.2265   0.4787   0.0000
    6.70    0.2000000030  0.2000  -2.0080   3.6158   5.1562   0.4787   0.0000
    6.70    0.2500000000  0.2500  -1.7958   3.6285   5.0917   0.4787   0.0000
    6.70    0.3000000119  0.3000  -1.6574   3.6372   5.0673   0.4787   0.0000
    6.70    0.3499999940  0.3500  -1.5359   3.6446   5.0424   0.4787   0.0000
    6.70    0.4000000060  0.4000  -1.4187   3.6513   5.0099   0.4787   0.0000
    6.70    0.4499999881  0.4500  -1.2816   3.6596   4.9572   0.4787   0.0000
    6.70    0.5000000000  0.5000  -1.1516   3.6693   4.9117   0.4787   0.0000
    6.70    0.5500000119  0.5500  -1.0014   3.6842   4.8626   0.4787   0.0000
    6.70    0.6000000238  0.6000  -0.8413   3.7060   4.8275   0.4787   0.0000
    6.70    0.6999999881  0.7000  -0.5411   3.7459   4.7537   0.4787   0.0000
    6.70    0.8000000119  0.8000  -0.2658   3.7824   4.6824   0.4787   0.0000
    6.70    0.8999999762  0.9000  -0.0214   3.8135   4.6136   0.4787   0.0000
    6.70    1.0000000000  1.0000   0.1943   3.8435   4.5637   0.4787   0.0000
    6.70    1.1207518578  1.1208   0.4195   3.8843   4.5511   0.4787   0.0000
    6.70    1.2207518816  1.2207   0.5890   3.9216   4.5682   0.4787   0.0000
    6.70    1.3999999762  1.4000   0.8503   3.9805   4.6018   0.4787   0.0000
    6.70    1.5000000000  1.5000   0.9752   4.0088   4.6200   0.4787   0.0000
    6.70    1.6000000238  1.6000   1.0927   4.0344   4.6332   0.4787   0.0000
    6.70    1.7103760242  1.7104   1.2099   4.0607   4.6502   0.4787   0.0000
    6.70    1.7541503906  1.7542   1.2544   4.0703   4.6549   0.4787   0.0000
    6.70    1.7999999523  1.8000   1.2991   4.0796   4.6587   0.4787   0.0000
    6.70    1.8999999762  1.9000   1.3926   4.0993   4.6671   0.4787   0.0000
    6.70    2.0000000000  2.0000   1.4797   4.1173   4.6745   0.4787   0.0000
    6.70    2.2000000477  2.2000   1.6308   4.1485   4.6897   0.4787   0.0000
    6.70    2.5000000000  2.5000   1.8320   4.1864   4.6954   0.4787   0.0000
    6.70    3.0000000000  3.0000   2.1007   4.2321   4.6889   0.4787   0.0000
    6.70    3.5000000000  3.5000   2.3244   4.2671   4.6722   0.4787   0.0000
    6.70    4.0000000000  4.0000   2.5130   4.2951   4.6535   0.4787   0.0000
    6.70    4.5000000000  4.5000   2.6779   4.3191   4.6356   0.4787   0.0000
    6.70    4.7852077484  4.7852   2.7628   4.3312   4.6259   0.4787   0.0000
    6.70    5.0000000000  5.0000   2.8235   4.3402   4.6202   0.4787   0.0000
    6.70    6.7924814224  6.7925   3.2425   4.4012   4.5783   0.4787   0.0000
    6.70   10.4395990372 10.4396   3.8112   4.4784   4.5051   0.4787   0.0000
    6.70   10.9624061584 10.9624   3.8777   4.4871   4.4945   0.4787   0.0000
    6.70   13.3398504257 13.3220   4.1166   4.5192   4.4686   0.4787   0.0000
    6.70   15.0764532089 15.0529   4.3058   4.5420   4.4236   0.4787   0.0000
    6.70   17.5743331909 17.5413   4.5528   4.5689   4.3509   0.4787   0.0000
    6.70   18.9624061584 18.9236   4.6833   4.5801   4.2981   0.4787   0.0000
    6.70   22.4385032654 22.3752   4.9001   4.5973   4.2228   0.4787   0.0000
    6.70   27.4838562012 27.3667   5.1734   4.6059   4.0712   0.4787   0.0000
    6.70   31.4670734406 31.2893   5.3636   4.5946   3.8943   0.4787   0.0000
    6.70   32.0751876831 31.8867   5.3910   4.5911   3.8610   0.4787   0.0000
    6.70   33.8460807800 33.6182   5.4510   4.5821   3.7881   0.4787   0.0000
    6.70   38.1707916260 37.7519   5.5900   4.5355   3.5130   0.4787   0.0000
    6.70   40.0921058655 39.5735   5.6483   4.5026   3.3435   0.4787   0.0000
    6.70   41.5006217957 40.8741   5.6914   4.4766   3.2104   0.4787   0.0000
    6.70   41.5439071655 40.9118   5.6928   4.4759   3.2066   0.4787   0.0000
    6.70   41.8367500305 41.1744   5.7094   4.4908   3.2525   0.4787   0.0000
    6.70   41.8860054016 41.2173   5.7220   4.5077   3.3078   0.4787   0.0000
    6.70   41.9050140381 41.2336   5.7295   4.5180   3.3415   0.4787   0.0000
    6.70   42.3088951111 41.5870   5.7736   4.4205   2.9113   0.4787   0.0000
    6.70   42.7069320679 41.9338   5.7877   4.3939   2.7944   0.4787   0.0000
    6.70   42.9727897644 42.1647   5.7944   4.3776   2.7250   0.4787   0.0000
    6.70   43.2024002075 42.3635   5.8000   4.3622   2.6597   0.4787   0.0000
    6.70   43.5108375549 42.6283   5.8072   4.3391   2.5631   0.4787   0.0000
    6.70   43.7859573364 42.8471   5.8134   4.3163   2.4679   0.4787   0.0000
    6.70   44.1089401245 43.1001   5.8204   4.2846   2.3365   0.4787   0.0000
    6.70   44.1503753662 43.1324   5.8213   4.2801   2.3179   0.4787   0.0000
    6.70   44.2809410095 43.1881   5.8237   4.2687   2.2705   0.4787   0.0000
    6.70   44.5485420227 43.2938   5.8285   4.2395   2.1499   0.4787   0.0000
    6.70   44.8147621155 43.4017   5.8331   4.2032   2.0010   0.4787   0.0000
    6.70   45.0796127319 43.3896   5.8371   4.1656   1.8465   0.4787   0.0000
    6.70   45.3460121155 43.2008   5.8394   4.1210   1.6640   0.4787   0.0000
    6.70   45.4758110046 42.9099   5.8393   4.0894   1.5348   0.4787   0.0000
    6.70   45.6397781372 42.0299   5.8345   3.9862   1.1177   0.4787   0.0000
    6.70   45.7057838440 41.2888   5.8050   3.7322   0.1235   0.4787   0.0000
    6.70   45.7083549500 41.2769   5.8045   3.7288   0.1103   0.4787   0.0000
    6.70   45.7119636536 41.2602   5.8037   3.7253   0.0972   0.4787   0.0000
    6.70   46.0887680054 39.2427   5.8136   3.7255   0.0663   0.4787   0.0000
    6.70   46.5922355652 36.4522   5.8269   3.7275   0.0289   0.4787   0.0000
#
# log(age)    Mini       Mact  logl  logt  logg  C/O  Phase
    6.75    0.1500000060  0.1500  -2.3036   3.5907   5.2265   0.4787   0.0000
    6.75    0.2000000030  0.2000  -2.0080   3.6158   5.1562   0.4787   0.0000
    6.75    0.2500000000  0.2500  -1.7958   3.6285   5.0917   0.4787   0.0000
    6.75    0.3000000119  0.3000  -1.6574   3.6372   5.0673   0.4787   0.0000
    6.75    0.3499999940  0.3500  -1.5359   3.6446   5.0424   0.4787   0.0000
    6.75    0.4000000060  0.4000  -1.4187   3.6513   5.0099   0.4787   0.0000
    6.75    0.4499999881  0.4500  -1.2816   3.6596   4.9572   0.4787   0.0000
    6.75    0.5000000000  0.5000  -1.1516   3.6693   4.9117   0.4787   0.0000
    6.75    0.5500000119  0.5500  -1.0014   3.6842   4.8626   0.4787   0.0000
    6.75    0.6000000238  0.6000  -0.8413   3.7060   4.8275   0.4787   0.0000
    6.75    0.6999999881  0.7000  -0.5410   3.7459   4.7537   0.4787   0.0000
    6.75    0.8000000119  0.8000  -0.2658   3.7824   4.6824   0.4787   0.0000
    6.75    0.8999999762  0.9000  -0.0213   3.8135   4.6136   0.4787   0.0000
    6.75    1.0000000000  1.0000   0.1944   3.8435   4.5636   0.4787   0.0000
    6.75    1.1207518578  1.1207   0.4195   3.8843   4.5511   0.4787   0.0000
    6.75    1.2207518816  1.2207   0.5890   3.9216   4.5682   0.4787   0.0000
    6.75    1.3999999762  1.4000   0.8503   3.9805   4.6017   0.4787   0.0000
    6.75    1.5000000000  1.5000   0.9753   4.0088   4.6199   0.4787   0.0000
    6.75    1.6000000238  1.6000   1.0928   4.0344   4.6330   0.4787   0.0000
    6.75    1.7103760242  1.7104   1.2100   4.0607   4.6500   0.4787   0.0000
    6.75    1.7541503906  1.7542   1.2545   4.0703   4.6547   0.4787   0.0000
    6.75    1.7999999523  1.8000   1.2992   4.0796   4.6584   0.4787   0.0000
    6.75    1.8999999762  1.9000   1.3927   4.0992   4.6669   0.4787   0.0000
    6.75    2.0000000000  2.0000   1.4797   4.1172   4.6741   0.4787   0.0000
    6.75    2.2000000477  2.2000   1.6309   4.1484   4.6890   0.4787   0.0000
    6.75    2.5000000000  2.5000   1.8321   4.1861   4.6943   0.4787   0.0000
    6.75    3.0000000000  3.0000   2.1011   4.2318   4.6871   0.4787   0.0000
    6.75    3.5000000000  3.5000   2.3249   4.2667   4.6698   0.4787   0.0000
    6.75    4.0000000000  4.0000   2.5138   4.2946   4.6506   0.4787   0.0000
    6.75    4.4344110489  4.4344   2.6585   4.3155   4.6344   0.4787   0.0000
    6.75    4.5000000000  4.5000   2.6791   4.3185   4.6320   0.4787   0.0000
    6.75    4.5037655830  4.5038   2.6803   4.3187   4.6319   0.4787   0.0000
    6.75    5.0000000000  5.0000   2.8250   4.3401   4.6183   0.4787   0.0000
    6.75    6.7924814224  6.7925   3.2454   4.4011   4.5750   0.4787   0.0000
    6.75    9.6572456360  9.6572   3.7120   4.4643   4.5140   0.4787   0.0000
    6.75   10.9624061584 10.9624   3.8853   4.4868   4.4857   0.4787   0.0000
    6.75   13.3398504257 13.3199   4.1259   4.5191   4.4588   0.4787   0.0000
    6.75   14.2013406754 14.1783   4.2233   4.5307   4.4352   0.4787   0.0000
    6.75   16.5542316437 16.5217   4.4700   4.5579   4.3634   0.4787   0.0000
    6.75   18.4013252258 18.3605   4.6527   4.5733   4.2883   0.4787   0.0000
    6.75   18.9624061584 18.9188   4.7060   4.5775   4.2650   0.4787   0.0000
    6.75   20.1616420746 20.1095   4.7858   4.5837   4.2365   0.4787   0.0000
    6.75   24.6950397491 24.5984   5.0612   4.5937   4.0883   0.4787   0.0000
    6.75   28.2740745544 28.1270   5.2536   4.5842   3.9163   0.4787   0.0000
    6.75   31.1056613922 30.8771   5.3950   4.5574   3.7081   0.4787   0.0000
    6.75   32.0751876831 31.7957   5.4418   4.5428   3.6157   0.4787   0.0000
    6.75   32.8440513611 32.5293   5.4697   4.5335   3.5607   0.4787   0.0000
    6.75   34.4972457886 34.0998   5.5299   4.5030   3.3991   0.4787   0.0000
    6.75   35.7091979980 35.2365   5.5744   4.4800   3.2766   0.4787   0.0000
    6.75   35.7464485168 35.2705   5.5758   4.4794   3.2732   0.4787   0.0000
    6.75   36.0331726074 35.5359   5.5932   4.4931   3.3139   0.4787   0.0000
    6.75   36.0814018250 35.5796   5.6065   4.5097   3.3676   0.4787   0.0000
    6.75   36.1000213623 35.5962   5.6162   4.5220   3.4071   0.4787   0.0000
    6.75   36.4355888367 35.8960   5.6641   4.4195   2.9529   0.4787   0.0000
    6.75   36.7662773132 36.1902   5.6763   4.4060   2.8902   0.4787   0.0000
    6.75   36.9871368408 36.3861   5.6828   4.3934   2.8359   0.4787   0.0000
    6.75   37.1778717041 36.5549   5.6881   4.3815   2.7847   0.4787   0.0000
    6.75   37.4340782166 36.7803   5.6953   4.3630   2.7065   0.4787   0.0000
    6.75   37.6625938416 36.9732   5.7018   4.3451   2.6304   0.4787   0.0000
    6.75   37.9308471680 37.1971   5.7092   4.3207   2.5283   0.4787   0.0000
    6.75   38.5130043030 37.6622   5.7247   4.2456   2.2176   0.4787   0.0000
    6.75   39.1707382202 36.8039   5.6891   3.7729   0.3522   0.4787   0.0000
    6.75   39.1850204468 36.7589   5.6878   3.7694   0.3393   0.4787   0.0000
    6.75   39.2007904053 36.7060   5.6884   3.7705   0.3425   0.4787   0.0000
    6.75   39.2323379517 36.5992   5.6896   3.7714   0.3434   0.4787   0.0000
    6.75   39.2888107300 36.4042   5.6920   3.7712   0.3382   0.4787   0.0000
    6.75   39.4082679749 35.9763   5.6970   3.7688   0.3183   0.4787   0.0000
    6.75   39.4693870544 35.7449   5.6990   3.7671   0.3068   0.4787   0.0000
    6.75   39.5195732117 35.5499   5.7003   3.7656   0.2968   0.4787   0.0000
    6.75   39.5609664917 35.3863   5.7014   3.7641   0.2879   0.4787   0.0000
    6.75   39.5970764160 35.2414   5.7023   3.7627   0.2796   0.4787   0.0000
    6.75   39.6277465820 35.1169   5.7031   3.7614   0.2720   0.4787   0.0000
    6.75   39.6555480957 35.0029   5.7038   3.7601   0.2648   0.4787   0.0000
    6.75   39.6814460754 34.8956   5.7044   3.7588   0.2577   0.4787   0.0000
    6.75   39.7061653137 34.7923   5.7050   3.7575   0.2505   0.4787   0.0000
    6.75   39.7243309021 34.7158   5.7054   3.7563   0.2444   0.4787   0.0000
    6.75   39.7419662476 34.6411   5.7058   3.7551   0.2382   0.4787   0.0000
    6.75   39.7562217712 34.5814   5.7062   3.7540   0.2328   0.4787   0.0000
    6.75   39.7671928406 34.5331   5.7066   3.7531   0.2280   0.4787   0.0000
    6.75   39.7753753662 34.4969   5.7068   3.7521   0.2235   0.4787   0.0000
    6.75   39.7817840576 34.4686   5.7070   3.7511   0.2189   0.4787   0.0000
    6.75   39.7864761353 34.4435   5.7071   3.7500   0.2142   0.4787   0.0000
    6.75   39.7895317078 34.4271   5.7072   3.7491   0.2100   0.4787   0.0000
    6.75   39.7915153503 34.4165   5.7072   3.7481   0.2058   0.4787   0.0000
    6.75   39.7926788330 34.4103   5.7070   3.7469   0.2013   0.4787   0.0000
    6.75   39.7932357788 34.4073   5.7070   3.7459   0.1973   0.4787   0.0000
    6.75   39.7936668396 34.4050   5.7069   3.7449   0.1932   0.4787   0.0000
    6.75   39.7941131592 34.4026   5.7069   3.7435   0.1878   0.4787   0.0000
    6.75   39.7944145203 34.4004   5.7068   3.7424   0.1835   0.4787   0.0000
    6.75   39.7947196960 34.3982   5.7068   3.7411   0.1783   0.4787   0.0000
    6.75   39.7950019836 34.3961   5.7068   3.7397   0.1727   0.4787   0.0000
    6.75   39.7953071594 34.3939   5.7068   3.7381   0.1662   0.4787   0.0000
    6.75   39.7956085205 34.3917   5.7068   3.7363   0.1590   0.4787   0.0000
    6.75   39.7957496643 34.3906   5.7068   3.7354   0.1552   0.4787   0.0000
    6.75   39.7958946228 34.3896   5.7068   3.7344   0.1511   0.4787   0.0000
    6.75   39.7960395813 34.3886   5.7068   3.7333   0.1468   0.4787   0.0000
    6.75   39.7961997986 34.3874   5.7068   3.7321   0.1419   0.4787   0.0000
    6.75   39.7963447571 34.3863   5.7069   3.7310   0.1375   0.4787   0.0000
    6.75   39.7966461182 34.3841   5.7068   3.7291   0.1301   0.4787   0.0000
    6.75   39.7969322205 34.3820   5.7068   3.7275   0.1233   0.4787   0.0000
    6.75   39.7972221375 34.3800   5.7067   3.7258   0.1167   0.4787   0.0000
    6.75   39.7975082397 34.3779   5.7067   3.7244   0.1113   0.4787   0.0000
    6.75   39.7977905273 34.3758   5.7065   3.7232   0.1065   0.4787   0.0000
    6.75   39.7981796265 34.3730   5.7063   3.7218   0.1012   0.4787   0.0000
    6.75   39.7984962463 34.3707   5.7058   3.7207   0.0972   0.4787   0.0000
    6.75   39.7988471985 34.3681   5.7052   3.7195   0.0930   0.4787   0.0000
#
# log(age)    Mini       Mact  logl  logt  logg  C/O  Phase
    6.80    0.1500000060  0.1500  -2.3036   3.5907   5.2265   0.4787   0.0000
    6.80    0.2000000030  0.2000  -2.0080   3.6158   5.1562   0.4787   0.0000
    6.80    0.2500000000  0.2500  -1.7958   3.6285   5.0917   0.4787   0.0000
    6.80    0.3000000119  0.3000  -1.6574   3.6372   5.0673   0.4787   0.0000
