# color,  Teff for all metallicities
5.86 2910.88  2922.92  2932.47  2940.55  2947.64  2959.85  2970.29  2979.56  2995.70  3010.94  3027.14  3042.98  3060.11  3077.39  3094.22  3112.36  3129.80  3147.69  3165.85  3185.38  3202.62  3212.39
5.08 3032.05  3059.93  3080.11  3096.00  3109.14  3130.16  3146.72  3160.42  3182.33  3199.60  3210.83  3221.28  3232.17  3242.74  3252.66  3262.97  3272.52  3281.96  3291.21  3300.79  3310.05  3318.70
4.38 3190.17  3215.12  3230.69  3242.40  3251.76  3266.12  3276.95  3285.60  3298.91  3308.95  3318.75  3327.98  3337.61  3346.96  3357.25  3368.42  3378.35  3387.82  3396.77  3405.72  3414.07  3421.62
4.06 3249.17  3270.67  3285.30  3296.31  3305.10  3318.61  3328.79  3336.92  3349.43  3362.58  3375.03  3386.20  3397.33  3407.66  3416.94  3426.20  3434.44  3442.31  3449.73  3457.15  3464.08  3470.35
3.74 3306.09  3326.21  3339.91  3350.38  3364.06  3383.64  3397.36  3407.73  3422.76  3433.42  3443.31  3452.20  3461.04  3469.25  3476.63  3483.99  3490.54  3496.79  3503.89  3512.02  3519.16  3525.27
