# Bessell et al 1991, Table 7a (for M=1Msun - differences are slight for M>1Msun)
# T    +0.5z  +0.0z  -0.3z  -0.6z -1.0z
# (R-I) colors as a function of AGB Teff and log10(Z/Zsun)
3800  0.00  0.82  0.81  0.81  0.83
3650  0.00  0.99  0.95  0.93  0.94
3500  1.60  1.33  1.22  1.15  1.13
3350  2.08  1.89  1.74  1.62  1.54
3200  2.32  2.35  2.25  2.15  2.13
3000  2.26  2.39  2.43  2.48  0.00
2800  2.31  2.42  2.50  2.70  0.00
2500  2.52  2.66  2.88  0.00  0.00
