# color,  Teff for all metallicities
5.60 2515.77  2512.08  2508.72  2502.90  2494.89  2483.17  2478.15  2455.66  2433.85  2410.60
4.88 2643.70  2655.90  2667.03  2686.28  2712.78  2751.57  2768.18  2838.40  2899.58  2959.92
4.28 2750.31  2775.75  2798.96  2838.49  2891.44  2966.08  2997.06  3071.98  3107.76  3130.44
3.79 2837.74  2873.80  2906.23  2961.33  3044.87  3126.49  3148.05  3203.41  3224.17  3237.06
3.45 2898.73  2941.86  2980.65  3083.35  3172.13  3228.74  3241.83  3274.79  3290.04  3299.50
3.10 2961.52  3040.86  3146.54  3236.00  3286.58  3319.33  3327.55  3348.26  3361.96  3371.09
2.76 3123.55  3281.77  3334.31  3381.85  3414.38  3436.14  3441.69  3455.84  3462.46  3466.60
2.40 3670.28  3655.78  3643.83  3630.56  3621.81  3615.60  3613.97  3609.73  3607.69  3606.40
1.96 4035.56  4020.23  4008.97  3993.75  3978.60  3963.52  3958.68  3943.70  3934.96  3928.77
